id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers
10268,2.51,GemEx,SI2,D,Excellent,62.4,,8.69x8.72x5.43,Excellent,Russia,Round,Excellent,54.0,2,,53200.175
10269,2.51,AGSL,VS1,J,Excellent,62.4,,8.63x8.69x5.4,Excellent,Angola,Round,Excellent,,2,,28437.7
10270,2.51,AGSL,VS1,D,Excellent,62.8,,8.6x8.67x5.42,Excellent,Russia,Round,Excellent,57.0,2,,79657.175
10271,0.5,AGSL,I1,I,Excellent,60.9,,5.12x5.14x3.12,Excellent,Botswana,Asscher,Excellent,59.0,1,,949.4
10272,1.09,AGSL,SI2,F,Excellent,62.5,,6.54x6.56x4.09,Excellent,Other/Unknown,Round,Excellent,56.0,2,,7484.516666666666
10273,1.09,AGSL,SI2,K,Excellent,62.6,,6.54x6.58x4.11,Excellent,DR Congo,Round,Excellent,,1,,4677.608333333334
10274,1.09,GemEx,I1,G,Very good,63.1,,6.53x6.57x4.13,Excellent,Botswana,Round,Good,,2,,6842.15
10275,1.12,AGSL,SI2,G,Excellent,62.7,,6.6x6.65x4.15,Excellent,Botswana,Round,Excellent,,2,,6633.375
10276,1.12,AGSL,SI2,H,Excellent,62.0,,6.62x6.66x4.12,Excellent,Russia,Pear,Excellent,57.0,2,,6743.520833333334
10277,1.12,AGSL,SI2,E,Excellent,,,6.71x6.73x4.08,Excellent,Botswana,Oval,Excellent,59.0,2,,9899.5
10278,2.5,AGSL,VS2,F,Excellent,,,8.66x8.7x5.37,Excellent,Russia,Pear,Excellent,55.0,2,,44012.35416666667
10279,1.12,AGSL,VS1,H,Excellent,60.0,,6.73x6.78x4.05,Excellent,Botswana,Princess,Excellent,60.0,2,,8038.95
10280,1.09,AGSL,SI2,G,Excellent,62.2,,6.56x6.59x4.09,Excellent,Botswana,Round,Excellent,,4,,6661.699999999999
10281,2.5,GemEx,VS1,H,Excellent,62.5,,8.63x8.67x5.4,Excellent,Canada,Princess,Excellent,56.0,2,,39853.7
10282,0.62,AGSL,VS2,H,Very good,63.6,,5.32x5.37x3.4,Very good,Russia,Pear,Very good,,1,,2404.75
10283,3.01,,SI1,G,Excellent,62.1,,9.19x9.21x5.72,Excellent,Australia,Round,Excellent,60.0,2,,53428.225
10284,3.05,AGSL,SI1,E,Excellent,,,9.28x9.36x5.78,Excellent,Zimbabwe,Round,Excellent,,2,,76571.15
10285,3.05,AGSL,SI1,E,Excellent,60.0,False,9.39x9.41x5.64,Excellent,Other/Unknown,Emerald,Excellent,59.0,2,,75569.35
10286,1.13,GemEx,I1,G,Excellent,,,6.79x6.83x4.07,Excellent,Russia,Emerald,Very good,57.0,2,,6759.35
10287,1.13,AGSL,VS2,D,Excellent,59.8,,6.81x6.84x4.09,Excellent,Zimbabwe,Emerald,Excellent,59.0,2,,11806.8
10288,1.73,,VVS2,I,Excellent,62.5,,7.67x7.72x4.81,Excellent,Australia,Round,Excellent,54.0,2,,17532.6
10289,1.73,AGSL,SI1,H,Excellent,61.8,,7.7x7.72x4.76,Excellent,Botswana,Pear,Excellent,56.0,2,,17708.810833333333
10290,1.73,,VS1,F,Excellent,62.3,,7.63x7.69x4.77,Excellent,DR Congo,Radiant,Excellent,57.0,2,,26652.475
10291,1.73,AGSL,VS2,G,Excellent,62.2,True,7.67x7.71x4.78,Excellent,DR Congo,Round,Excellent,58.0,4,,22961.724999999995
10292,1.76,AGSL,SI2,F,Excellent,,,7.68x7.71x4.78,Excellent,Australia,Emerald,Excellent,,2,,21835.025
10293,1.73,AGSL,VS2,H,Excellent,60.4,,7.75x7.78x4.69,Excellent,Russia,Round,Excellent,,3,,20440.4975
10294,0.6,AGSL,VS2,F,Very good,62.4,,5.38x5.4x3.36,Very good,Russia,ROUND,Good,56.0,1,,2462.4908333333333
10295,0.6,AGSL,VS1,I,Excellent,62.8,,5.36x5.4x3.38,Excellent,Angola,Round,Excellent,56.0,1,,2068.9
10296,0.6,AGSL,SI1,K,Excellent,61.2,False,5.44x5.46x3.33,Excellent,Russia,Round,Excellent,,1,,1353.15
10297,0.6,AGSL,VS1,H,Excellent,,,5.38x5.42x3.35,Excellent,South Africa,Round,Excellent,,2,,2537.005
10298,0.62,AGSL,SI1,E,Excellent,61.4,False,5.48x5.52x3.38,Excellent,DR Congo,Round,Very good,57.0,1,,2416.0291666666667
10299,0.62,AGSL,VS1,L,Very good,60.2,,5.46x5.63x3.34,Good,Botswana,Cushion,Good,,1,,2055.8708333333334
10300,0.62,GemEx,VS2,F,Excellent,60.7,,5.49x5.51x3.34,Very good,Russia,Round,Excellent,59.0,1,,2589.5
10301,3.03,,IF,H,Excellent,,,9.2x9.31x5.77,Excellent,Canada,Round,Excellent,,2,,138100.95
10302,2.03,AGSL,I1,E,Very good,61.5,,8.16x8.21x5.04,Excellent,Angola,Round,Very good,57.0,2,,23877.1
10303,2.03,AGSL,VS1,E,Excellent,61.1,,8.15x8.21x5,Excellent,Canada,Round,Excellent,,2,,44823.3
10304,0.6,AGSL,SI2,D,Very good,61.9,False,5.37x5.34x3.32,Excellent,Botswana,Emerald,Excellent,58.0,1,,1940.0958333333335
10305,0.6,AGSL,SI2,E,Excellent,,,5.42x5.4x3.36,Excellent,Canada,Round,Excellent,58.0,1,,1813.6327380952382
10306,0.6,AGSL,SI2,F,Very good,62.6,,5.39x5.34x3.36,Excellent,Russia,Round,Excellent,58.0,1,,1747.0125
10307,1.7,AGSL,VS1,I,Excellent,62.6,,7.61x7.65x4.77,Excellent,Canada,Round,Excellent,56.0,2,,16357.088333333333
10308,1.7,AGSL,VS2,D,Excellent,61.7,,7.62x7.67x4.72,Excellent,Russia,Round,Excellent,57.0,2,,27587.438214285714
10309,2.5,AGSL,SI1,I,Excellent,62.0,,8.66x8.73x5.39,Excellent,Russia,Round,Excellent,59.0,4,,29189.7
10310,1.71,AGSL,VS2,H,Excellent,62.6,,7.59x7.61x4.76,Excellent,Russia,Radiant,Very good,,4,,19444.125
10311,2.02,AGSL,SI2,H,Very good,61.7,,8.01x8.04x4.96,Excellent,Russia,Round,Very good,57.0,2,,25470.580238095234
10312,2.02,AGSL,SI2,J,Excellent,62.2,,8.07x8.09x5.03,Excellent,Angola,Round,Excellent,57.0,2,,15528.340833333332
10313,1.26,AGSL,SI1,F,Excellent,61.8,,6.93x6.96x4.29,Excellent,Russia,Marquise,Excellent,58.0,2,,10852.125
10314,0.7,AGSL,SI1,D,Very good,63.8,,5.56x5.6x3.56,Very good,Russia,Emerald,Very good,58.0,1,,3410.321428571429
10315,1.56,GemEx,VS1,I,Excellent,62.1,,7.41x7.46x4.62,Excellent,DR Congo,Oval ,Excellent,56.0,4,,13830.141666666668
10316,1.56,AGSL,SI2,E,Excellent,62.3,,7.37x7.69x4.6,Excellent,Russia,Marquise,Excellent,57.0,4,,13421.391666666665
10317,1.54,AGSL,SI1,G,Excellent,61.2,,7.43x7.49x4.57,Excellent,DR Congo,Round,Excellent,56.0,2,,14729.645833333336
10318,1.54,AGSL,SI1,H,Excellent,62.5,,7.35x7.38x4.6,Excellent,Canada,Oval,Excellent,57.0,3,,15337.2
10319,1.3,AGSL,VS1,J,Excellent,59.9,,7.09x7.1x4.25,Excellent,Russia,Princess,Excellent,,3,,8376.10642857143
10320,3.5,AGSL,VVS2,I,Very good,63.3,,9.59x9.65x6.09,Excellent,Russia,Round,Very good,58.0,2,,78879.65
10321,0.7,AGSL,SI1,D,Very good,62.6,,5.63x5.58x3.51,Excellent,Angola,Marquise,Excellent,57.0,1,,3399.3948611111105
10322,1.58,AGSL,SI2,I,Excellent,60.7,,7.5x7.53x4.56,Excellent,DR Congo,Emerald,Excellent,58.0,2,,14499.125
10323,0.76,,SI1,D,Excellent,62.2,,5.81x5.83x3.62,Excellent,Canada,Radiant,Excellent,59.0,1,,4277.743333333333
10324,2.02,AGSL,VS1,I,Excellent,61.6,False,8.17x8.1x5.01,Excellent,Russia,Round,Excellent,58.0,2,,22323.0175
10325,1.0,AGSL,VS1,F,Very good,64.2,False,6.33x6.26x4.04,Excellent,Russia,Princess,Very good,57.0,2,,9084.686666666666
10326,1.21,AGSL,SI2,J,Excellent,62.4,,6.82x6.81x4.25,Excellent,DR Congo,Marquise,Excellent,57.0,1,,6205.15
10327,1.21,AGSL,VS2,G,Excellent,61.5,,6.87x6.82x4.21,Excellent,Other/Unknown,Round,Excellent,59.0,2,,12285.309523809525
10328,1.0,AGSL,VS1,E,Excellent,59.0,,6.54x6.5x3.84,Excellent,Russia,Round,Very good,61.0,2,,9599.298333333334
10329,1.0,AGSL,SI2,J,Very good,60.4,False,6.46x6.39x3.89,Excellent,Botswana,Round,Very good,61.0,3,,5420.09
10330,1.0,AGSL,SI2,G,Good,,,6.55x6.58x3.77,Excellent,Russia,Princess,Very good,,1,,5871.535173160173
10331,1.5,AGSL,SI1,H,Excellent,62.7,,7.34x7.29x4.58,Excellent,Australia,Round,Excellent,57.0,2,,13547.83125
10332,1.51,AGSL,VS2,G,Excellent,62.3,,7.33x7.3x4.56,Excellent,Australia,Radiant,Excellent,56.0,4,,22274.63833333333
10333,1.72,AGSL,SI2,J,Excellent,61.1,,7.67x7.7x4.7,Excellent,Australia,Round,Excellent,61.0,3,,12914.05
10334,1.35,AGSL,VS1,J,Excellent,62.4,,7.07x7.02x4.4,Excellent,Angola,Round,Excellent,58.0,2,,8223.141666666668
10335,0.55,AGSL,VS2,I,Excellent,,,5.23x5.26x3.25,Very good,Russia,Round,Excellent,59.0,1,,1667.3149999999996
10336,4.02,,VS1,H,Excellent,60.3,,10.3x10.33x6.22,Excellent,South Africa,Round,Excellent,57.0,2,,109089.95
10337,1.31,,VS1,I,Excellent,62.2,,7x7.03x4.36,Excellent,Russia,Round,Excellent,56.0,4,,11595.001666666665
10338,1.31,AGSL,SI1,J,Excellent,62.4,,6.97x7.01x4.36,Excellent,Botswana,Round,Excellent,56.0,2,,7438.733333333333
10339,1.31,AGSL,VS1,I,Excellent,60.3,False,7.1x7.11x4.29,Excellent,Russia,Round,Excellent,57.0,4,,11595.001666666665
10340,1.05,GemEx,VVS2,K,Excellent,61.5,,6.55x6.53x4.03,Excellent,Russia,Princess,Excellent,,1,,5991.3
10341,0.8,AGSL,SI2,F,Excellent,62.0,,5.93x5.97x3.69,Excellent,Russia,Oval,Excellent,56.0,1,,3986.8250000000007
10342,0.73,AGSL,VS2,G,Excellent,61.9,,5.76x5.78x3.57,Excellent,Australia,Round,Excellent,,1,,3579.458333333334
10343,1.2,GemEx,SI1,J,Excellent,60.0,False,6.85x6.89x4.12,Excellent,Russia,Round,Excellent,61.0,3,,5941.149166666666
10344,1.2,AGSL,SI2,H,Excellent,,,6.82x6.84x4.18,Excellent,DR Congo,Round,Excellent,,2,,7513.573928571428
10345,1.62,AGSL,VS2,J,Excellent,62.4,,7.45x7.5x4.67,Excellent,Russia,Round,Excellent,57.0,2,,10464.95
10346,0.51,GemEx,VS1,E,Excellent,61.2,,5.14x5.16x3.15,Excellent,Botswana,Uncut,Excellent,,1,,2248.235238095238
10347,0.41,AGSL,VVS1,F,Very good,61.2,,4.79x4.82x2.94,Excellent,Russia,Round,Very good,,1,,1051.0092857142856
10348,0.72,GemEx,SI1,D,Excellent,61.2,,5.77x5.79x3.54,Excellent,Russia,Emerald,Very good,57.0,2,,3819.5
10349,1.02,AGSL,VS2,H,Excellent,59.8,,6.56x6.53x3.92,Excellent,Botswana,Radiant,Very good,,2,,8437.387142857144
10350,0.71,AGSL,SI2,G,Excellent,62.3,,5.75x5.79x3.59,Excellent,Russia,Emerald,Excellent,54.0,1,,2678.1183333333333
10351,0.51,AGSL,VS2,D,Excellent,,True,5.14x5.16x3.22,Excellent,DR Congo,Round,Excellent,,1,,2185.19
10352,1.37,AGSL,SI2,G,Very good,59.0,,7.22x7.25x4.27,Excellent,Other/Unknown,Round,Very good,62.0,2,,9884.95
10353,2.08,AGSL,SI2,I,Excellent,62.6,True,8.16x8.11x5.1,Excellent,Angola,Round,Excellent,57.0,2,,20013.25
10354,10.04,AGSL,SI2,K,Excellent,,,13.72x13.83x8.58,Excellent,Angola,Radiant,Very good,58.0,2,,231913.75
10355,1.02,AGSL,VS2,D,Excellent,,,6.44x6.47x4.01,Excellent,Botswana,Round,Excellent,57.0,2,,11728.569880952382
10356,1.36,GemEx,VS1,H,Excellent,,False,7.08x7.11x4.44,Excellent,Canada,Round,Excellent,54.0,3,,13388.829166666668
10357,1.35,AGSL,SI2,J,Excellent,61.3,,7.13x7.16x4.38,Excellent,South Africa,Radiant,Excellent,,2,,7464.2
10358,6.05,AGSL,VS1,J,Very good,62.7,,11.52x11.63x7.25,Excellent,Angola,Round,Very good,58.0,2,,176537.0
10359,1.34,AGSL,SI1,G,Excellent,,,7.04x7.07x4.4,Excellent,South Africa,Round,Excellent,,3,,11890.0
10360,1.34,AGSL,VS2,H,Excellent,62.6,,7x7.05x4.4,Excellent,Other/Unknown,Uncut,Excellent,56.0,3,,13989.25
10361,3.89,AGSL,SI2,J,Very good,63.0,,9.88x9.95x6.25,Very good,Russia,Oval,Very good,58.0,2,,57221.65
10362,2.06,GemEx,SI2,H,Excellent,62.6,,8.11x8.16x5.09,Excellent,Russia,Round,Excellent,,2,,21988.486904761903
10363,2.06,AGSL,SI2,E,Excellent,,,8.15x8.17x5.02,Excellent,Russia,Princess,Excellent,58.0,2,,30799.17083333333
10364,1.33,AGSL,VS1,J,Excellent,62.4,,7.07x7.02x4.39,Excellent,DR Congo,Oval,Excellent,,4,,8014.7
10365,5.04,AGSL,VVS2,E,Very good,58.7,,11.34x11.4x6.68,Excellent,Russia,Round,Very good,,2,,210153.9
10366,1.02,AGSL,SI2,E,Very good,60.7,,6.52x6.47x3.94,Very good,Other/Unknown,Round,Very good,,1,,6518.858333333334
10367,1.02,AGSL,VS2,E,Excellent,,,6.42x6.38x4,Excellent,DR Congo,Round,Excellent,,4,,10768.246666666666
10368,1.02,AGSL,SI1,G,Excellent,62.7,True,6.43x6.39x4.02,Excellent,DR Congo,Round,Excellent,57.0,3,,8472.66
10369,1.02,AGSL,SI1,F,Very good,63.1,,6.31x6.36x4,Excellent,Russia,Round,Very good,57.0,2,,8250.883172799424
10370,1.02,AGSL,VS1,J,Excellent,61.9,,6.46x6.48x4.01,Excellent,DR Congo,Round,Excellent,55.0,3,,5547.232142857143
10371,1.32,AGSL,SI2,E,Excellent,,,6.89x6.98x4.38,Very good,DR Congo,Round,Very good,,3,,10587.475
10372,1.02,,SI1,D,Very good,61.8,,6.46x6.52x4.01,Very good,Russia,Round,Very good,55.0,2,,11082.509166666665
10373,4.1,AGSL,VS1,I,Excellent,61.7,,10.26x10.19x6.31,Very good,Botswana,Princess,Very good,58.0,2,,96025.6
10374,2.04,AGSL,VS1,L,Excellent,62.5,False,8.1x8.14x5.07,Good,DR Congo,Round,Excellent,,4,,15777.6
10375,1.64,AGSL,SI1,I,Excellent,61.5,,7.55x7.6x4.66,Excellent,DR Congo,Uncut,Excellent,59.0,4,,12698.665
10376,4.01,GemEx,VS2,J,Excellent,62.8,,10.05x10.12x6.33,Excellent,Australia,Round,Excellent,57.0,2,,67311.15
10377,1.62,GemEx,SI1,D,Excellent,62.1,,7.48x7.5x4.65,Very good,Russia,Pear,Excellent,,3,,19142.7
10378,4.04,AGSL,SI2,J,Very good,63.0,True,10.21x10.15x6.42,Very good,Angola,Radiant,Good,56.0,2,,60788.2
10379,3.6,AGSL,SI2,I,Excellent,61.4,,9.85x9.82x6.04,Excellent,Russia,Round,Excellent,59.0,2,,46962.0
10380,3.58,GemEx,SI1,K,Excellent,,,9.88x9.96x5.94,Excellent,DR Congo,Round,Excellent,60.0,2,,44813.5
10381,3.61,AGSL,VS2,L,Good,58.5,True,10.07x10.17x5.92,Good,DR Congo,Princess,Very good,59.0,2,,46736.5
10382,3.52,AGSL,SI2,J,Very good,59.2,,9.84x9.88x5.84,Very good,Russia,Oval,Excellent,,2,,42561.9
10383,3.53,,VS1,K,Excellent,61.6,,9.76x9.8x6.03,Very good,Canada,Marquise,Very good,,2,,58432.9
10384,0.4,AGSL,SI2,F,Excellent,60.9,,4.76x4.79x2.9,Excellent,Botswana,Princess,Excellent,57.0,1,,939.8408333333333
10385,0.4,AGSL,SI2,E,Excellent,,False,4.7x4.72x2.94,Excellent,Russia,Round,Excellent,,1,,862.8133856421354
10386,0.4,AGSL,SI2,F,Excellent,62.4,,4.7x4.73x2.94,Excellent,Canada,Pear,Excellent,57.0,1,,890.548869047619
10387,0.4,AGSL,SI2,F,Excellent,62.4,False,4.72x4.74x2.95,Excellent,Botswana,Round,Excellent,57.0,1,,939.8408333333333
10388,0.4,AGSL,SI2,F,Very good,62.8,,4.69x4.71x2.95,Excellent,Russia,Round,Very good,57.0,1,,927.1324999999998
10389,4.01,AGSL,SI2,I,Excellent,60.6,,10.23x10.29x6.22,Excellent,South Africa,Round,Excellent,57.0,2,,57636.35
10390,0.6,AGSL,I1,E,Very good,62.5,,5.33x5.35x3.34,Excellent,Botswana,Round,Excellent,,1,,1451.625
10391,0.6,AGSL,SI2,E,Very good,59.2,,5.5x5.51x3.26,Very good,Russia,Asscher,Very good,,1,,1890.2177380952378
10392,0.6,AGSL,SI1,D,Very good,57.8,False,5.57x5.59x3.23,Very good,Zimbabwe,Oval,Very good,63.0,1,,2435.129464285714
10393,1.0,AGSL,SI1,E,Excellent,61.8,,6.37x6.4x3.94,Excellent,Australia,Princess,Excellent,,3,,6601.649285714287
10394,1.0,AGSL,SI1,J,Very good,62.3,,6.34x6.37x3.96,Excellent,Botswana,Round,Very good,59.0,1,,4885.6
10395,1.83,AGSL,VS1,H,Excellent,62.3,,7.82x7.85x4.88,Excellent,Botswana,Round,Excellent,57.0,4,,22470.9
10396,0.51,AGSL,SI2,E,Very good,63.3,,5.05x5.07x3.2,Very good,Botswana,Round,Excellent,58.0,1,,1608.9383333333335
10397,2.1,AGSL,VVS1,F,Excellent,61.8,,8.25x8.21x5.09,Excellent,Other/Unknown,Radiant,Excellent,56.0,2,,34225.15
10398,0.9,,SI1,H,Very good,61.8,,6.12x6.14x3.79,Excellent,DR Congo,Princess,Excellent,,1,,4917.418928571428
10399,2.77,AGSL,VS1,F,Excellent,62.7,,8.88x8.95x5.59,Excellent,Russia,Emerald,Excellent,57.0,2,,58969.85
10400,2.71,AGSL,SI2,G,Excellent,62.1,,8.89x8.96x5.54,Excellent,Australia,Round,Excellent,58.0,2,,34242.6
10401,2.18,AGSL,VVS1,G,Excellent,59.4,,8.5x8.52x5.06,Excellent,Botswana,Oval,Excellent,,2,,44024.5
10402,2.88,AGSL,SI2,D,Excellent,60.3,,9.25x9.3x5.59,Excellent,Russia,Cushion,Excellent,57.0,2,,56196.58333333334
10403,0.8,AGSL,SI1,H,Very good,62.2,,5.91x5.85x3.66,Excellent,DR Congo,Round,Very good,60.0,3,,3572.3
10404,2.54,AGSL,SI2,I,Excellent,62.7,,8.72x8.66x5.45,Excellent,Canada,Princess,Excellent,,4,,26389.8
10405,1.22,AGSL,VS1,H,Excellent,62.6,,6.84x6.81x4.28,Excellent,Russia,Round,Excellent,56.0,4,,10853.831666666667
10406,0.5,AGSL,SI1,D,Very good,63.5,,4.96x5.01x3.17,Very good,Canada,Round,Very good,,1,,1780.370634920635
10407,0.9,AGSL,SI1,J,Very good,62.8,,6.1x6.12x3.84,Very good,Botswana,Radiant,Very good,55.0,1,,4080.1349999999993
10408,0.9,,SI2,H,Excellent,62.0,,6.18x6.21x3.84,Excellent,Canada,Oval,Excellent,56.0,2,,4154.074404761905
10409,0.9,AGSL,SI2,F,Very good,62.8,True,6.12x6.17x3.86,Excellent,DR Congo,Round,Very good,56.0,1,,5264.96
10410,0.9,GemEx,SI1,E,Very good,63.2,,6.13x6.15x3.88,Very good,Russia,Marquise,Very good,56.0,3,,5505.982291666667
10411,0.56,AGSL,VS2,E,Excellent,61.4,,5.28x5.33x3.26,Excellent,Australia,Round,Excellent,,1,,2492.2
10412,0.56,AGSL,VS1,G,Excellent,61.9,,5.29x5.31x3.27,Excellent,Botswana,Round,Excellent,57.0,1,,2372.558333333333
10413,0.56,AGSL,VVS2,F,Good,57.8,,5.27x5.44x3.1,Good,Russia,Round,Good,66.0,2,,2591.2
10414,0.52,AGSL,VS2,I,Very good,59.3,,5.22x5.23x3.1,Excellent,Russia,Marquise,Excellent,60.0,1,,1546.7985714285712
10415,1.17,AGSL,VS2,H,Excellent,62.1,,6.73x6.76x4.19,Excellent,Angola,Round,Excellent,57.0,2,,9496.703571428572
10416,2.01,AGSL,SI1,E,Very good,63.7,,7.95x8.02x5.09,Excellent,Russia,Round,Very good,57.0,2,,27188.570833333335
10417,0.71,AGSL,SI2,F,Very good,61.4,,5.72x5.68x3.5,Very good,Botswana,Princess,Good,60.0,2,,2899.2937698412693
10418,0.5,AGSL,VS1,E,Very good,63.8,,5x5.03x3.2,Excellent,Russia,Round,Very good,56.0,2,,2210.3866666666668
10419,0.5,AGSL,SI1,G,Excellent,,,5.1x5.12x3.14,Excellent,Zimbabwe,Round,Very good,57.0,1,,1531.982083333333
10420,0.5,AGSL,SI2,E,Excellent,,,5.08x5.16x3.17,Very good,South Africa,Emerald,Very good,,1,,1490.416666666667
10421,7.05,GemEx,SI2,K,Very good,60.7,,12.35x12.39x7.5,Excellent,Other/Unknown,Round,Very good,,2,,264639.4
10422,0.4,AGSL,SI1,D,Excellent,61.4,,4.76x4.79x2.93,Excellent,Zimbabwe,Round,Very good,,1,,1103.2238095238097
10423,0.5,,SI2,F,Good,64.0,,4.97x5.03x3.2,Very good,Botswana,Round,Very good,58.0,1,,1432.0612500000002
10424,0.4,AGSL,SI2,F,Excellent,62.5,,4.73x4.77x2.97,Excellent,DR Congo,Emerald,Excellent,56.0,1,,847.7425000000002
10425,0.4,AGSL,SI1,I,Very good,,,4.65x4.68x2.95,Very good,Botswana,Uncut,Very good,56.0,1,,829.7734686147187
10426,0.5,AGSL,SI2,G,Very good,,,5.11x5.08x3.13,Excellent,Botswana,Round,Very good,59.0,1,,1367.4791666666665
10427,0.41,AGSL,SI2,E,Excellent,59.1,,4.88x4.9x2.89,Excellent,Russia,Princess,Excellent,,1,,850.8100396825397
10428,0.4,,SI2,I,Very good,64.5,,4.64x4.65x3,Excellent,Russia,Round,Very good,58.0,1,,803.2610714285714
10429,0.4,AGSL,SI2,G,Excellent,59.5,,4.81x4.84x2.87,Excellent,Canada,Round,Excellent,59.0,1,,830.2136201298699
10430,0.4,AGSL,SI1,I,Excellent,62.4,,4.7x4.72x2.94,Excellent,Australia,Round,Excellent,,1,,852.990873015873
10431,8.81,AGSL,VS1,J,Excellent,62.7,,13.19x13.23x8.28,Excellent,Russia,Round,Excellent,55.0,2,,308927.7
10432,1.0,AGSL,I1,G,Very good,61.3,,6.52x6.53x4,Very good,Russia,Asscher,Good,53.0,1,,5468.7
10433,1.0,,SI2,F,Excellent,62.9,,6.37x6.4x4.02,Very good,Botswana,Round,Very good,54.0,2,,5441.65130952381
10434,1.0,AGSL,I1,E,Excellent,,,6.48x6.49x3.99,Excellent,Russia,Oval,Excellent,55.0,1,,6515.246666666666
10435,1.7,AGSL,SI2,I,Excellent,62.0,,7.63x7.59x4.72,Very good,Canada,Round,Excellent,,2,,15095.625
10436,1.72,AGSL,VS2,G,Very good,63.5,,7.5x7.55x4.78,Excellent,Australia,Round,Excellent,56.0,3,,22913.137857142858
10437,1.8,AGSL,VS2,H,Very good,,,7.6x7.68x4.87,Good,Russia,Round,Very good,56.0,4,,18128.295833333334
10438,1.53,AGSL,SI2,I,Excellent,62.6,,7.34x7.36x4.6,Excellent,Russia,Round,Excellent,56.0,2,,10299.95
10439,1.52,AGSL,VS2,I,Excellent,61.0,,7.47x7.42x4.54,Excellent,Other/Unknown,Round,Excellent,59.0,2,,12733.4375
10440,3.68,AGSL,IF,F,Excellent,62.3,,9.85x9.92x6.16,Excellent,Canada,Oval,Excellent,58.0,2,,181173.3
10441,1.43,,VS2,K,Excellent,61.9,,7.16x7.21x4.45,Excellent,Russia,Round,Excellent,,2,,7285.9625
10442,3.01,AGSL,SI2,G,Excellent,62.6,,9.21x9.17x5.75,Very good,Canada,Round,Excellent,,2,,45067.4
10443,3.01,AGSL,VS1,G,Very good,,False,9.42x9.37x5.55,Excellent,DR Congo,Round,Excellent,62.0,2,,69176.50833333333
10444,1.5,AGSL,VS2,G,Excellent,60.8,,7.33x7.37x4.47,Very good,Russia,ROUND,Excellent,,3,,17026.559583333332
10445,1.27,AGSL,VVS1,Flby,Excellent,,,7.1x7.14x4.14,Very good,Botswana,Emerald,Good,,4,,9647.0
10446,1.59,AGSL,SI1,G,Excellent,62.7,False,7.42x7.47x4.67,Excellent,Russia,Round,Excellent,56.0,4,,16581.4
10447,2.13,AGSL,SI2,K,Excellent,62.4,False,8.17x8.22x5.11,Excellent,Russia,Round,Excellent,57.0,2,,14520.95
10448,1.24,AGSL,VS1,D,Excellent,,,6.87x6.9x4.3,Excellent,DR Congo,Round,Excellent,55.0,2,,16122.166666666668
10449,2.52,AGSL,SI1,D,Excellent,62.6,,8.69x8.72x5.45,Excellent,Russia,Round,Excellent,56.0,2,,47634.9
10450,2.52,AGSL,VS2,J,Excellent,62.4,,8.69x8.71x5.43,Excellent,Russia,Round,Excellent,,4,,27412.75
10451,1.32,AGSL,SI2,E,Excellent,61.6,,7.1x7.13x4.38,Excellent,Australia,Round,Excellent,56.0,3,,11038.266666666665
10452,1.32,AGSL,VS1,F,Excellent,62.1,,7.02x7.06x4.37,Excellent,Botswana,Emerald,Excellent,56.0,2,,17100.3825
10453,1.32,AGSL,VS2,E,Excellent,62.2,,6.99x7.01x4.35,Excellent,Australia,Oval,Excellent,57.0,2,,15558.566666666668
10454,1.13,AGSL,VS1,G,Excellent,,,6.72x6.74x4.13,Excellent,Russia,Round,Excellent,,2,,11813.666666666668
10455,0.45,AGSL,SI2,E,Excellent,,,4.89x4.91x3.05,Excellent,Botswana,Asscher,Excellent,56.0,1,,1257.25
10456,1.11,AGSL,VS2,D,Excellent,61.7,,6.66x6.65x4.11,Very good,Botswana,Princess,Excellent,,2,,10659.75
10457,1.11,AGSL,SI1,F,Excellent,,,6.75x6.72x4.06,Excellent,Russia,Princess,Excellent,59.0,3,,9083.391666666668
10458,1.38,,VVS2,D,Excellent,62.6,,7.1x7.11x4.45,Excellent,Botswana,Round,Excellent,56.0,4,,26870.142976190473
10459,1.38,AGSL,VS2,K,Excellent,61.5,,7.1x7.14x4.38,Excellent,Russia,Round,Excellent,60.0,4,,6922.046666666666
10460,1.7,,VS2,I,Excellent,61.3,,7.67x7.61x4.69,Excellent,Russia,Princess,Excellent,59.0,4,,15302.504166666668
10461,3.01,AGSL,VVS2,I,Very good,59.8,,9.3x9.34x5.58,Excellent,DR Congo,Round,Very good,,2,,58903.175
10462,1.3,GemEx,SI2,I,Excellent,62.6,,6.99x6.95x4.36,Excellent,DR Congo,Oval ,Excellent,,3,,8263.523333333334
10463,1.35,AGSL,SI1,F,Excellent,59.6,,7.21x7.23x4.3,Excellent,DR Congo,Princess,Excellent,,4,,12623.856666666665
10464,1.4,AGSL,SI2,G,Excellent,61.4,,7.17x7.18x4.41,Excellent,Other/Unknown,Round,Excellent,59.0,2,,9942.266666666666
10465,2.01,AGSL,VS1,F,Excellent,62.4,False,8.03x8.13x5.04,Excellent,Australia,Princess,Very good,54.0,2,,47185.85
10466,1.4,AGSL,VS2,I,Excellent,61.5,,7.14x7.18x4.41,Excellent,DR Congo,Round,Excellent,59.0,4,,8384.478333333334
10467,1.4,AGSL,SI2,J,Excellent,61.7,,7.13x7.17x4.41,Excellent,Canada,Round,Excellent,,4,,7428.825
