id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers,Adjusted_Offers,Estimated_Retail,ROI,Final_Offers
10097,1.31,,SI2,J,Excellent,62.2,,6.97x7.01x4.35,Excellent,Russia,Round,Excellent,,2,,8492.528571428571,8492.528571428571,12362.4,0.45567953007433426,0.0
10098,1.18,AGSL,SI2,J,Excellent,61.7,,6.8x6.82x4.2,Excellent,Russia,Round,Excellent,,1,,6005.7128968253965,6005.7128968253965,10155.039444444443,0.6908965877826709,0.0
10099,1.1,AGSL,SI2,F,Very good,63.9,False,6.53x6.55x4.18,Excellent,Australia,Princess,Excellent,55.0,2,,7171.95,7171.95,10593.663333333332,0.47709665200305806,0.0
10100,1.03,AGSL,VS1,K,Excellent,62.0,True,6.47x6.5x4.02,Excellent,Angola,Oval,Excellent,56.0,1,,0.0,0.0,6419.8,inf,0.0
10101,1.03,AGSL,SI2,H,Very good,,,6.33x6.35x4.04,Excellent,Russia,Round,Excellent,,2,,4935.936666666667,0.0,6504.778333333333,inf,0.0
10102,1.01,,VS2,F,Very good,62.3,,6.32x6.37x3.95,Very good,South Africa,Pear,Very good,58.0,2,,8854.870595238097,8854.870595238097,15063.876309523808,0.7011966631815876,0.0
10103,1.01,AGSL,SI1,F,Excellent,62.5,,6.35x6.43x3.99,Excellent,Australia,Pear,Very good,58.0,2,,8376.530476190475,8376.530476190475,13246.50333333333,0.5813830524446021,0.0
10104,1.01,AGSL,SI1,F,Very good,62.9,,6.38x6.33x4,Very good,Russia,Round,Excellent,58.0,2,,7695.047633477632,7695.047633477632,11994.859098124101,0.5587764585029931,0.0
10105,1.01,,SI2,I,Very good,62.9,,6.33x6.37x3.99,Excellent,Botswana,Round,Very good,58.0,2,,5164.941631473317,5164.941631473317,8082.88939141547,0.5649527077249463,0.0
10106,1.09,AGSL,SI2,I,Excellent,58.9,False,6.73x6.76x3.97,Excellent,DR Congo,Princess,Excellent,,1,,0.0,0.0,7730.6,inf,0.0
10107,0.72,AGSL,SI2,F,Excellent,61.9,,5.76x5.79x3.57,Excellent,Botswana,Oval ,Excellent,55.0,2,,3233.475119047619,0.0,4565.630833333334,inf,0.0
10108,0.9,AGSL,VS2,I,Excellent,60.4,False,6.27x6.28x3.79,Excellent,Botswana,Princess,Excellent,59.0,3,,5404.2875,5404.2875,7911.020833333334,0.4638415949065133,0.0
10109,0.9,AGSL,VS2,E,Very good,62.4,,6.1x6.11x3.81,Excellent,South Africa,Oval,Excellent,59.0,2,,6621.825476190477,6621.825476190477,9941.306666666667,0.5012939713394381,0.0
10110,1.13,AGSL,SI2,H,Excellent,62.4,,6.63x6.67x4.15,Excellent,Botswana,Round,Excellent,,2,,7881.01,7881.01,10602.498333333335,0.3453222789126438,0.0
10111,0.7,AGSL,SI2,D,Very good,,True,5.67x5.71x3.45,Very good,Zimbabwe,Round,Very good,60.0,1,,0.0,0.0,4255.256666666667,inf,0.0
10112,0.7,AGSL,SI2,F,Very good,63.6,,5.57x5.58x3.54,Very good,Russia,Round,Excellent,60.0,1,,2729.2912265512273,0.0,4501.2608603896115,inf,0.0
10113,1.09,,VVS1,K,Excellent,61.5,,6.62x6.68x4.09,Excellent,South Africa,Princess,Excellent,55.0,4,,5148.75,5148.75,7835.25,0.5217771303714493,0.0
10114,1.51,AGSL,SI2,H,Very good,63.9,,7.17x7.24x4.6,Very good,Canada,Princess,Excellent,58.0,2,,10755.197023809522,10755.197023809522,16533.492976190475,0.537256169235128,0.0
10115,1.21,AGSL,SI2,F,Excellent,59.7,,6.93x6.95x4.14,Excellent,South Africa,Round,Excellent,60.0,2,,10455.305952380955,10455.305952380955,18462.55547619048,0.7658551132103463,0.0
10116,1.5,AGSL,VS1,F,Very good,,,7.5x7.47x4.46,Excellent,South Africa,Round,Excellent,61.0,4,,19507.8175,0.0,27863.05125,inf,0.0
10117,3.03,AGSL,VS1,H,Very good,61.8,,9.2x9.34x5.73,Good,Botswana,Round,Good,60.0,2,,69929.4,0.0,86755.71666666667,inf,0.0
10118,1.5,AGSL,VS2,D,Excellent,62.1,,7.35x7.32x4.56,Excellent,Russia,Marquise,Excellent,57.0,2,,21142.407142857144,0.0,30862.85833333333,inf,0.0
10119,0.52,AGSL,SI1,E,Excellent,62.2,,5.15x5.13x3.2,Excellent,Botswana,Round,Excellent,57.0,1,,1857.45625,0.0,2941.2491666666665,inf,0.0
10120,0.9,AGSL,VS1,D,Good,63.9,,6x6.02x3.84,Good,Angola,Emerald,Very good,57.0,2,,0.0,0.0,11730.054345238097,inf,0.0
10121,0.8,AGSL,SI1,G,Excellent,,,5.94x5.96x3.69,Excellent,Canada,Round,Very good,,2,,3581.785714285714,0.0,5425.366666666666,inf,0.0
10122,0.9,AGSL,SI2,E,Excellent,62.3,,6.11x6.2x3.83,Very good,Russia,Oval,Very good,58.0,1,,5316.33778409091,5316.33778409091,8661.235062437563,0.6291732042226938,0.0
10123,1.0,AGSL,SI2,D,Very good,60.9,,6.38x6.42x3.9,Excellent,Russia,Round,Excellent,62.0,3,,7432.441666666668,7432.441666666668,12230.085833333334,0.6455004131661531,0.0
10124,1.0,GemEx,VS1,E,Very good,61.9,,6.32x6.41x3.94,Excellent,Botswana,Marquise,Very good,63.0,2,,7807.916666666669,7807.916666666669,11735.066666666668,0.5029702758951915,0.0
10125,1.0,AGSL,SI2,E,Good,61.3,,6.33x6.38x3.9,Very good,Australia,Round,Very good,64.0,4,,5255.292916666667,5255.292916666667,8864.464107142856,0.6867687962796596,0.0
10126,1.22,AGSL,SI2,G,Excellent,,,6.81x6.84x4.24,Excellent,Russia,Round,Excellent,57.0,3,,8646.121666666666,8646.121666666666,14222.11827380952,0.6449130398708076,0.0
10127,1.22,AGSL,SI2,H,Excellent,,,6.9x6.94x4.2,Excellent,Russia,Round,Excellent,60.0,4,,7440.583333333332,7440.583333333332,12383.883333333333,0.664369953072676,0.0
10128,1.05,AGSL,SI2,H,Good,64.8,,6.26x6.32x4.07,Excellent,Botswana,Oval,Very good,60.0,3,,7086.219166666666,7086.219166666666,10066.015119047619,0.42050575663787143,0.0
10129,0.92,,SI2,F,Very good,,,6.08x6.11x3.9,Excellent,Russia,Round,Excellent,,1,,5545.655,5545.655,7333.59,0.3224028541263386,0.0
10130,1.3,AGSL,VS1,J,Excellent,62.4,,6.95x6.98x4.35,Excellent,Russia,Round,Excellent,,4,,8508.798888888889,8508.798888888889,13545.3875,0.5919270953375194,0.0
10131,1.02,AGSL,SI1,I,Excellent,,False,6.4x6.44x4.02,Excellent,Canada,Marquise,Excellent,56.0,1,,6216.583452380952,6216.583452380952,9561.047261904763,0.537990655983695,0.0
10132,1.01,,SI2,H,Very good,64.3,,6.27x6.29x4.03,Very good,Russia,Oval,Good,55.0,1,,5609.363547826657,5609.363547826657,9451.832270789928,0.6850097502509054,0.0
10133,1.0,AGSL,SI1,D,Very good,63.8,False,6.23x6.32x4.01,Very good,Russia,Pear,Very good,,2,,7831.05,7831.05,13193.2,0.6847293785635388,0.0
10134,1.0,GemEx,VS2,I,Very good,,False,6.25x6.34x4.04,Excellent,DR Congo,Emerald,Very good,,3,,0.0,0.0,8979.455,inf,0.0
10135,1.0,GemEx,SI1,F,Very good,64.2,,6.27x6.31x4.03,Excellent,Russia,Princess,Excellent,,3,,7475.610714285714,7475.610714285714,11742.073452380953,0.5707176177515679,0.0
10136,1.0,AGSL,SI2,E,Good,,,6.2x6.25x4.04,Good,Russia,Round,Very good,,2,,5935.813313492065,5935.813313492065,9360.98732142857,0.5770353323193482,0.0
10137,1.0,AGSL,VVS1,K,Good,64.9,,6.24x6.27x4.06,Excellent,Australia,Round,Excellent,57.0,2,,4762.55,0.0,7872.4,inf,0.0
10138,1.3,AGSL,VS1,J,Excellent,,,6.99x7.01x4.37,Excellent,Russia,Emerald,Excellent,,4,,8508.798888888889,8508.798888888889,13545.3875,0.5919270953375194,0.0
10139,1.51,AGSL,VS2,E,Good,59.2,,7.36x7.37x4.36,Excellent,Angola,Round,Excellent,61.0,3,,0.0,0.0,15736.187658730161,inf,0.0
10140,1.51,AGSL,SI2,I,Excellent,60.2,,7.39x7.42x4.45,Excellent,Russia,Oval,Excellent,61.0,4,,9812.748214285713,9812.748214285713,15395.034166666665,0.5688809934258866,0.0
10141,1.0,AGSL,SI2,I,Excellent,,,6.54x6.55x3.84,Excellent,Russia,Round,Excellent,61.0,2,,4580.507420634921,0.0,7729.055416666669,inf,0.0
10142,1.0,AGSL,SI2,H,Very good,59.3,,6.49x6.52x3.85,Excellent,Russia,Marquise,Excellent,61.0,1,,5521.857488275613,5521.857488275613,9300.395277777776,0.6842874517361257,0.0
10143,1.5,AGSL,VS2,D,Excellent,61.2,,7.34x7.38x4.5,Excellent,South Africa,Oval,Excellent,59.0,4,,24695.9,0.0,35773.75,inf,0.0
10144,1.4,AGSL,SI2,F,Very good,62.4,,7.04x7.06x4.4,Excellent,Russia,Round,Excellent,59.0,4,,11023.302142857143,11023.302142857143,15093.469047619046,0.369232998607344,0.0
10145,1.23,AGSL,VS2,I,Excellent,61.3,,6.93x6.89x4.23,Excellent,Other/Unknown,Round,Excellent,,4,,8624.441666666666,8624.441666666666,13861.05,0.6071823006899965,0.0
10146,1.23,AGSL,SI2,G,Very good,63.0,,6.71x6.74x4.24,Very good,Russia,Round,Very good,59.0,2,,8665.021666666666,8665.021666666666,14237.501607142854,0.6431005200959709,0.0
10147,1.23,,VS1,J,Excellent,60.4,,6.94x6.95x4.19,Excellent,Botswana,Round,Excellent,,1,,8609.915,8609.915,11092.101666666667,0.2882939804477357,0.0
10148,0.9,AGSL,SI1,E,Good,65.3,,5.91x5.98x3.88,Good,Russia,Round,Very good,56.0,1,,5314.562156385281,5314.562156385281,8796.985016233768,0.6552605383802811,0.0
10149,1.2,AGSL,SI2,H,Very good,64.3,,6.67x6.71x4.3,Very good,Botswana,Emerald,Excellent,58.0,1,,7408.424999999997,7408.424999999997,10984.414166666666,0.48269222765522624,0.0
10150,1.2,AGSL,SI2,H,Very good,59.3,True,6.9x6.94x4.1,Excellent,DR Congo,Oval,Excellent,,3,,0.0,0.0,9066.292023809521,inf,0.0
10151,1.52,AGSL,SI2,L,Excellent,62.1,,7.36x7.38x4.57,Excellent,Canada,Emerald,Excellent,58.0,3,,8678.515,8678.515,10040.766666666668,0.15696829085006697,0.0
10152,1.01,AGSL,SI2,G,Excellent,62.4,,6.41x6.45x4.01,Excellent,Canada,Round,Excellent,56.0,3,,4694.4820254745255,0.0,9167.444047619048,inf,0.0
10153,1.01,,SI2,G,Excellent,62.6,,6.38x6.42x4,Excellent,Russia,Princess,Excellent,56.0,2,,6181.041511421819,6181.041511421819,10129.753114374354,0.6388424338609913,0.0
10154,2.06,AGSL,SI2,K,Very good,64.2,,7.96x7.99x5.12,Excellent,Russia,Oval,Very good,59.0,3,,13635.016666666668,13635.016666666668,21071.955,0.5454293540773083,0.0
10155,2.0,AGSL,VVS2,L,Very good,63.5,,7.97x7.93x5.05,Excellent,Russia,Round,Excellent,58.0,3,,14830.6,14830.6,23180.2,0.5629981254972827,0.0
10156,1.2,AGSL,SI2,G,Very good,,True,6.63x6.68x4.29,Excellent,DR Congo,Round,Excellent,,4,,0.0,0.0,4144.517142857143,inf,0.0
10157,1.01,AGSL,SI2,E,Very good,63.6,,6.32x6.28x4.01,Excellent,Other/Unknown,Round,Very good,57.0,3,,6192.274166666667,6192.274166666667,10036.683333333334,0.6208396242145287,0.0
10158,1.01,AGSL,SI2,E,Very good,63.8,,6.25x6.3x4,Excellent,Russia,Round,Excellent,57.0,2,,6396.628035714286,6396.628035714286,10542.954722222223,0.648205064192846,0.0
10159,1.2,AGSL,SI2,E,Excellent,62.5,,6.75x6.77x4.23,Excellent,DR Congo,Round,Excellent,,3,,0.0,0.0,14197.92,inf,0.0
10160,1.2,AGSL,VS1,E,Excellent,62.6,,6.74x6.81x4.24,Very good,South Africa,Princess,Very good,57.0,2,,15457.646666666666,0.0,17255.62,inf,0.0
10161,0.9,AGSL,SI1,D,Very good,62.9,,6.13x6.16x3.87,Very good,Canada,Round,Good,,4,,6023.075,6023.075,9882.9425,0.6408466605512964,0.0
10162,1.2,,SI2,I,Very good,63.6,,6.69x6.73x4.27,Excellent,Canada,Round,Very good,55.0,3,,6901.363351648352,6901.363351648352,10350.910674603174,0.4998356335101406,0.0
10163,1.21,AGSL,SI2,I,Excellent,62.3,,6.8x6.84x4.25,Very good,Canada,Emerald,Excellent,57.0,3,,7349.895,7349.895,9167.15,0.24724911036144043,0.0
10164,1.21,AGSL,SI2,G,Excellent,62.4,,6.77x6.81x4.24,Excellent,Australia,Emerald,Excellent,,2,,8978.416666666666,8978.416666666666,13343.753333333334,0.4862033951791799,0.0
10165,0.6,AGSL,VS2,F,Excellent,60.8,,5.43x5.46x3.31,Very good,Botswana,Round,Excellent,,1,,2511.311527777778,0.0,3768.370773809524,inf,0.0
10166,1.03,,SI2,F,Excellent,61.4,,6.47x6.51x3.98,Excellent,Botswana,Round,Excellent,,3,,5981.7,5981.7,9725.866666666667,0.6259368852778754,0.0
10167,1.0,AGSL,SI2,G,Very good,63.6,,6.21x6.28x3.97,Excellent,South Africa,Emerald,Very good,59.0,1,,5510.302916666667,5510.302916666667,8854.250833333334,0.606853736942925,0.0
10168,1.01,AGSL,SI2,H,Excellent,59.0,,6.56x6.58x3.88,Excellent,DR Congo,Round,Excellent,,2,,0.0,0.0,6120.774642857142,inf,0.0
10169,1.72,AGSL,SI1,N,Excellent,,,7.64x7.68x4.79,Excellent,DR Congo,Round,Excellent,57.0,4,,0.0,0.0,14011.233333333335,inf,0.0
10170,1.51,AGSL,VS2,H,Very good,63.2,,7.19x7.25x4.56,Excellent,Australia,Round,Very good,56.0,2,,13731.6,13731.6,18001.45,0.31095065396603455,0.0
10171,1.58,GemEx,IF,J,Excellent,59.8,,7.63x7.61x4.56,Excellent,South Africa,Round,Excellent,60.0,2,,14931.42,14931.42,19500.941666666666,0.30603396506605973,0.0
10172,0.9,GemEx,VVS1,D,Very good,59.9,,6.28x6.34x3.78,Excellent,South Africa,Round,Very good,60.0,2,,7138.7525,7138.7525,12023.486785714284,0.6842560077148331,0.0
10173,0.9,AGSL,SI1,E,Excellent,60.8,,6.19x6.21x3.77,Excellent,Canada,Round,Excellent,60.0,1,,5341.216666666667,5341.216666666667,8893.204166666668,0.6650146814240203,0.0
10174,0.9,AGSL,VS2,I,Excellent,,,6.2x6.24x3.79,Excellent,Botswana,Marquise,Excellent,,1,,5404.2875,5404.2875,7911.020833333334,0.4638415949065133,0.0
10175,0.9,GemEx,SI2,E,Very good,61.4,,6.18x6.26x3.82,Excellent,South Africa,Princess,Good,60.0,3,,5266.3869047619055,5266.3869047619055,8207.524464285716,0.5584735061649976,0.0
10176,0.9,AGSL,VS2,D,Excellent,62.0,,6.14x6.17x3.82,Excellent,Australia,Round,Excellent,60.0,2,,6835.516666666667,6835.516666666667,11593.438333333332,0.6960588202306088,0.0
10177,0.9,AGSL,VS1,L,Excellent,,,6.12x6.14x3.84,Excellent,Russia,Oval ,Excellent,,2,,3171.0725,0.0,4839.3625,inf,0.0
10178,0.9,AGSL,SI1,I,Excellent,60.0,,6.24x6.26x3.75,Excellent,Australia,Pear,Excellent,59.0,1,,4476.885357142858,0.0,7347.275476190476,inf,0.0
10179,0.9,AGSL,SI2,E,Excellent,60.1,,6.2x6.23x3.74,Excellent,Canada,Round,Excellent,61.0,4,,6334.44423076923,6334.44423076923,10391.493888888888,0.6404744457947475,0.0
10180,0.9,,VVS1,L,Excellent,61.3,,6.2x6.24x3.81,Very good,Other/Unknown,Marquise,Excellent,61.0,1,,3351.92,0.0,4793.15,inf,0.0
10181,0.9,AGSL,SI1,J,Very good,62.7,,6.09x6.14x3.83,Very good,South Africa,Round,Very good,61.0,3,,4263.620833333333,0.0,6956.144166666666,inf,0.0
10182,0.9,AGSL,SI2,E,Very good,,,6.23x6.29x3.69,Very good,Russia,Princess,Very good,,3,,5316.33778409091,5316.33778409091,8661.235062437563,0.6291732042226938,0.0
10183,0.81,AGSL,VS2,D,Very good,,,5.86x5.91x3.71,Excellent,Russia,Princess,Very good,,2,,6944.354166666668,6944.354166666668,9659.7125,0.39101668321688154,0.0
10184,0.81,GemEx,VS2,E,Very good,60.3,,6.02x6.05x3.64,Very good,DR Congo,Round,Good,,1,,0.0,0.0,6676.65,inf,0.0
10185,0.81,AGSL,SI1,E,Excellent,59.7,,6.06x6.08x3.62,Excellent,Botswana,Round,Excellent,,2,,4590.595714285714,0.0,7166.157797619047,inf,0.0
10186,0.81,AGSL,SI1,F,Good,58.0,,6.11x6.12x3.55,Very good,Russia,Round,Good,,1,,4592.1799404761905,0.0,5919.0438095238105,inf,0.0
10187,0.81,AGSL,SI1,F,Very good,62.2,,5.91x5.99x3.7,Excellent,Australia,Round,Very good,61.0,2,,4881.891666666666,0.0,7273.8,inf,0.0
10188,0.9,AGSL,SI2,D,Excellent,61.4,,6.19x6.22x3.81,Excellent,Russia,Round,Excellent,58.0,3,,4936.526666666667,0.0,7590.452857142859,inf,0.0
10189,0.4,GemEx,SI1,E,Excellent,61.3,False,4.77x4.79x2.93,Very good,Russia,Emerald,Very good,,1,,1026.515900247628,0.0,1582.2268641897308,inf,0.0
10190,0.4,AGSL,SI1,E,Excellent,61.5,,4.72x4.75x2.91,Excellent,Botswana,Round,Very good,57.0,1,,1000.1354761904762,0.0,1538.6609920634924,inf,0.0
10191,0.4,AGSL,VS1,D,Excellent,,False,4.69x4.75x2.93,Excellent,DR Congo,Round,Very good,57.0,1,,0.0,0.0,1644.8166666666668,inf,0.0
10192,1.33,AGSL,VS2,E,Excellent,62.6,,6.98x7.02x4.38,Excellent,Russia,Round,Excellent,,2,,18249.83888888889,0.0,26710.7,inf,0.0
10193,0.9,GemEx,SI1,J,Excellent,59.8,,6.26x6.23x3.73,Excellent,Russia,Round,Very good,,1,,4226.9800000000005,0.0,6825.806666666666,inf,0.0
10194,0.7,AGSL,SI1,H,Good,62.4,,5.53x5.62x3.48,Good,Russia,Round,Good,,1,,2636.7,0.0,4403.9875,inf,0.0
10195,1.02,AGSL,VVS1,D,Excellent,62.3,,6.45x6.48x4.03,Excellent,Russia,Round,Excellent,,3,,19025.89880952381,0.0,31111.1,inf,0.0
10196,1.02,AGSL,SI1,E,Very good,,,6.63x6.63x3.92,Very good,Russia,Round,Very good,56.0,3,,7464.475812590185,7464.475812590185,12103.633930375181,0.6214981780716897,0.0
10197,1.02,AGSL,VS2,D,Excellent,,,6.44x6.47x4.02,Excellent,Canada,Radiant,Excellent,,4,,13158.291309523811,13158.291309523811,20584.591666666667,0.5643818169436475,0.0
10198,1.02,AGSL,VS2,E,Excellent,62.5,,6.42x6.49x4.03,Excellent,Canada,Asscher,Excellent,,4,,10873.6,10873.6,18498.325,0.7012144092113007,0.0
10199,1.41,AGSL,SI2,H,Excellent,62.1,,7.19x7.15x4.45,Excellent,South Africa,Emerald,Excellent,,4,,9708.6,9708.6,14730.638333333332,0.5172772936709034,0.0
10200,1.03,AGSL,SI2,H,Excellent,61.5,,6.48x6.51x4,Very good,Australia,Round,Very good,56.0,1,,5439.944226190476,5439.944226190476,6682.232619047618,0.22836417823480162,0.0
10201,0.55,AGSL,VVS2,G,Good,,,5.21x5.31x3.26,Very good,Russia,Pear,Good,,1,,2461.5775,0.0,4155.9,inf,0.0
10202,2.19,AGSL,SI2,H,Excellent,62.6,,8.25x8.31x5.18,Excellent,Russia,Round,Excellent,57.0,2,,27711.55,0.0,30745.65,inf,0.0
10203,1.01,GemEx,SI2,E,Excellent,61.6,,6.4x6.42x3.95,Very good,Other/Unknown,Marquise,Very good,58.0,4,,6192.274166666667,6192.274166666667,10036.683333333334,0.6208396242145287,0.0
10204,1.01,AGSL,VS1,G,Excellent,,,6.39x6.46x3.97,Very good,Zimbabwe,Princess,Very good,,3,,0.0,0.0,8881.408333333333,inf,0.0
10205,1.01,AGSL,SI2,F,Excellent,61.9,,6.37x6.4x3.95,Very good,Canada,Round,Excellent,58.0,2,,6313.7696428571435,6313.7696428571435,10217.23404761905,0.6182462499527441,0.0
10206,1.01,AGSL,SI2,G,Excellent,62.1,,6.41x6.42x3.99,Excellent,Russia,Radiant,Excellent,58.0,3,,6181.041511421819,6181.041511421819,10129.753114374354,0.6388424338609913,0.0
10207,1.01,AGSL,I1,H,Good,57.1,,6.51x6.55x3.73,Good,Russia,Round,Good,64.0,3,,4945.908333333334,0.0,8860.809898989897,inf,0.0
10208,1.01,AGSL,VS1,I,Good,61.8,,6.31x6.5x3.96,Very good,Russia,Radiant,Fair,64.0,2,,7035.63138888889,7035.63138888889,11223.833836580086,0.5952845190703806,0.0
10209,1.07,,SI1,J,Excellent,61.1,,6.63x6.59x4.04,Excellent,Russia,Round,Excellent,,2,,5994.4125,5994.4125,9735.394166666667,0.6240781171910785,0.0
10210,1.07,AGSL,VS1,D,Excellent,60.6,,6.63x6.59x4.01,Excellent,DR Congo,Marquise,Excellent,61.0,4,,0.0,0.0,9628.492857142857,inf,0.0
10211,1.05,AGSL,VS2,J,Excellent,60.3,,6.6x6.59x3.98,Excellent,Russia,Round,Excellent,,1,,5987.30625,5987.30625,9870.05,0.6484959325406146,0.0
10212,1.26,AGSL,SI2,Ffancy darkbrown, ,62.1,,6.79x6.98x4.28,Very good,Botswana,Round,Good,59.0,2,,6734.1375,6734.1375,10223.108333333332,0.5181021078546929,0.0
10213,0.77,AGSL,I1,E,Good,58.7,,6x6.05x3.54,Very good,Zimbabwe,Princess,Good,63.0,2,,0.0,0.0,4304.25,inf,0.0
10214,0.7,AGSL,VS2,L,Excellent,61.9,,5.69x5.72x3.53,Excellent,Canada,Round,Excellent,55.0,1,,1587.35,0.0,2758.6,inf,0.0
10215,0.54,,SI1,D,Excellent,61.8,,5.21x5.19x3.21,Excellent,Canada,Round,Excellent,60.0,1,,2158.45,0.0,3059.2621428571424,inf,0.0
10216,0.82,AGSL,SI1,G,Very good,62.0,,5.96x6x3.7,Good,South Africa,Princess,Very good,58.0,1,,3923.4666666666667,0.0,6248.573333333333,inf,0.0
10217,2.04,AGSL,SI2,F,Excellent,62.1,,8.12x8.15x5.05,Excellent,Russia,Marquise,Very good,57.0,2,,23659.88333333333,0.0,32321.7,inf,0.0
10218,2.04,AGSL,VVS2,F,Excellent,60.1,,8.23x8.29x4.97,Excellent,Russia,Emerald,Excellent,60.0,2,,36123.325,0.0,62303.3,inf,0.0
10219,0.72,AGSL,SI1,E,Excellent,61.2,,5.79x5.75x3.53,Excellent,Canada,Princess,Excellent,61.0,2,,3992.61,0.0,6182.103571428572,inf,0.0
10220,2.01,AGSL,SI2,J,Excellent,,,8.1x8.05x5.01,Excellent,DR Congo,Round,Excellent,57.0,3,,0.0,0.0,14743.003333333334,inf,0.0
10221,2.01,AGSL,SI1,J,Excellent,,,8.05x8x5.02,Excellent,Russia,Round,Excellent,57.0,3,,16644.7525,0.0,21692.37,inf,0.0
10222,1.03,GemEx,SI2,H,Very good,62.6,False,6.44x6.4x4.02,Very good,Botswana,Round,Very good,59.0,1,,5881.636666666666,5881.636666666666,7162.956666666668,0.21785092698120903,0.0
10223,1.2,AGSL,SI1,G,Excellent,62.5,,6.77x6.74x4.22,Excellent,Botswana,Round,Excellent,,2,,9772.589523809524,9772.589523809524,15339.941428571427,0.5696905504112132,0.0
10224,2.01,AGSL,SI2,H,Excellent,60.9,,8.2x8.14x60.9,Excellent,Russia,Round,Excellent,59.0,2,,21922.349761904752,0.0,29156.81751984127,inf,0.0
10225,0.71,AGSL,SI1,E,Very good,63.8,,5.58x5.6x3.57,Very good,Botswana,Emerald,Excellent,,1,,3360.425436507936,0.0,4901.236507936508,inf,0.0
10226,1.0,AGSL,SI2,D,Very good,62.5,,6.34x6.38x3.97,Excellent,South Africa,Pear,Very good,57.0,2,,6771.089047619049,6771.089047619049,10445.164166666667,0.5426121401164486,0.0
10227,1.0,AGSL,SI2,D,Excellent,61.6,,6.39x6.43x3.95,Excellent,Russia,Round,Excellent,58.0,4,,7432.441666666668,7432.441666666668,12230.085833333334,0.6455004131661531,0.0
10228,1.0,AGSL,VVS2,H,Good,58.4,,6.57x6.6x3.85,Very good,Botswana,Round,Good,59.0,4,,8615.535,8615.535,11920.625,0.38361982163614916,0.0
10229,1.0,AGSL,SI2,F,Excellent,60.0,False,6.47x6.49x3.89,Excellent,Botswana,Pear,Excellent,60.0,1,,5415.13763888889,5415.13763888889,9146.494821428572,0.6890604507894473,0.0
10230,1.11,AGSL,VS1,F,Excellent,62.2,,6.65x6.67x4.14,Excellent,Canada,Emerald,Excellent,55.0,3,,11632.4375,11632.4375,14712.05,0.26474352430434284,0.0
10231,1.11,AGSL,SI1,H,Excellent,60.3,,6.71x6.74x4.05,Excellent,Russia,Round,Excellent,58.0,2,,7842.366666666666,7842.366666666666,13153.283333333333,0.677208410726354,0.0
10232,1.11,AGSL,SI2,J,Excellent,61.7,,6.64x6.67x4.11,Excellent,Australia,Round,Excellent,58.0,2,,5557.9875,5557.9875,9169.2225,0.6497378772442363,0.0
10233,1.11,AGSL,SI2,D,Excellent,,,6.61x6.62x4.13,Excellent,Russia,Round,Excellent,58.0,2,,8083.35,8083.35,12645.9,0.5644380114680175,0.0
10234,1.6,GemEx,VVS2,H,Excellent,62.4,,7.43x7.48x4.65,Excellent,Russia,Round,Excellent,57.0,4,,17502.11,0.0,25047.7,inf,0.0
10235,1.6,,VS2,H,Excellent,62.1,,7.44x7.51x4.64,Excellent,Russia,Princess,Excellent,59.0,2,,18642.25,0.0,24807.95,inf,0.0
10236,1.53,AGSL,VS2,L,Very good,,,7.62x7.63x4.48,Very good,Zimbabwe,Round,Very good,55.0,2,,0.0,0.0,6539.158333333334,inf,0.0
10237,1.53,AGSL,SI1,F,Excellent,61.6,,7.4x7.43x4.57,Excellent,Botswana,Round,Excellent,,4,,17630.096666666665,0.0,24190.65083333333,inf,0.0
10238,1.05,AGSL,VS1,L,Very good,60.5,,6.58x6.64x4,Good,Russia,Round,Very good,,2,,4445.68,0.0,8326.7,inf,0.0
10239,1.05,GemEx,I1,K,Excellent,,,6.51x6.53x4,Very good,Botswana,Round,Excellent,57.0,2,,5379.75,5379.75,8516.45,0.5830568334959805,0.0
10240,1.03,AGSL,SI2,D,Excellent,62.6,False,6.46x6.49x4.05,Excellent,DR Congo,Princess,Excellent,55.0,2,,0.0,0.0,12120.7,inf,0.0
10241,1.03,AGSL,VS2,D,Excellent,,,6.51x6.53x4.01,Excellent,Australia,Round,Excellent,,2,,12866.037375541127,12866.037375541127,21290.277142857147,0.6547656843692099,0.0
10242,1.03,AGSL,SI2,E,Excellent,62.4,,6.43x6.48x4.03,Excellent,Botswana,Round,Excellent,57.0,4,,6011.420833333334,6011.420833333334,9286.56,0.5448194790333122,0.0
10243,0.7,AGSL,VS1,G,Excellent,62.3,,5.66x5.72x3.55,Excellent,Russia,Oval ,Excellent,55.0,2,,3365.9291666666663,0.0,5196.274166666666,inf,0.0
10244,0.7,AGSL,VS2,D,Excellent,60.6,,5.76x5.78x3.5,Excellent,Botswana,Round,Very good,,3,,4269.069166666667,0.0,6086.539166666666,inf,0.0
10245,0.7,AGSL,SI1,D,Excellent,,,5.67x5.74x3.53,Excellent,Australia,Round,Very good,56.0,1,,3233.275,0.0,5203.955238095238,inf,0.0
10246,0.7,AGSL,I1,E,Excellent,62.2,,5.67x5.71x3.54,Excellent,Russia,Round,Excellent,,1,,2293.815,0.0,4140.326666666667,inf,0.0
10247,0.7,AGSL,SI1,G,Excellent,62.3,False,5.65x5.69x3.54,Excellent,Angola,Round,Excellent,56.0,1,,0.0,0.0,4187.658333333333,inf,0.0
