id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers,Adjusted_Offers
10217,2.04,AGSL,SI2,F,Excellent,62.1,,8.12x8.15x5.05,Excellent,Russia,Marquise,Very good,57.0,2,,23659.88333333333,0.0
10218,2.04,AGSL,VVS2,F,Excellent,60.1,,8.23x8.29x4.97,Excellent,Russia,Emerald,Excellent,60.0,2,,36123.325,0.0
10219,0.72,AGSL,SI1,E,Excellent,61.2,,5.79x5.75x3.53,Excellent,Canada,Princess,Excellent,61.0,2,,3992.61,0.0
10220,2.01,AGSL,SI2,J,Excellent,,,8.1x8.05x5.01,Excellent,DR Congo,Round,Excellent,57.0,3,,0.0,0.0
10221,2.01,AGSL,SI1,J,Excellent,,,8.05x8x5.02,Excellent,Russia,Round,Excellent,57.0,3,,16644.7525,0.0
10222,1.03,GemEx,SI2,H,Very good,62.6,False,6.44x6.4x4.02,Very good,Botswana,Round,Very good,59.0,1,,5881.636666666666,5881.636666666666
10223,1.2,AGSL,SI1,G,Excellent,62.5,,6.77x6.74x4.22,Excellent,Botswana,Round,Excellent,,2,,9772.589523809524,9772.589523809524
10224,2.01,AGSL,SI2,H,Excellent,60.9,,8.2x8.14x60.9,Excellent,Russia,Round,Excellent,59.0,2,,21922.349761904752,0.0
10225,0.71,AGSL,SI1,E,Very good,63.8,,5.58x5.6x3.57,Very good,Botswana,Emerald,Excellent,,1,,3360.425436507936,0.0
10226,1.0,AGSL,SI2,D,Very good,62.5,,6.34x6.38x3.97,Excellent,South Africa,Pear,Very good,57.0,2,,6771.089047619049,6771.089047619049
10227,1.0,AGSL,SI2,D,Excellent,61.6,,6.39x6.43x3.95,Excellent,Russia,Round,Excellent,58.0,4,,7432.441666666668,7432.441666666668
10228,1.0,AGSL,VVS2,H,Good,58.4,,6.57x6.6x3.85,Very good,Botswana,Round,Good,59.0,4,,8615.535,8615.535
10229,1.0,AGSL,SI2,F,Excellent,60.0,False,6.47x6.49x3.89,Excellent,Botswana,Pear,Excellent,60.0,1,,5415.13763888889,5415.13763888889
10230,1.11,AGSL,VS1,F,Excellent,62.2,,6.65x6.67x4.14,Excellent,Canada,Emerald,Excellent,55.0,3,,11632.4375,11632.4375
10231,1.11,AGSL,SI1,H,Excellent,60.3,,6.71x6.74x4.05,Excellent,Russia,Round,Excellent,58.0,2,,7842.366666666666,7842.366666666666
10232,1.11,AGSL,SI2,J,Excellent,61.7,,6.64x6.67x4.11,Excellent,Australia,Round,Excellent,58.0,2,,5557.9875,5557.9875
10233,1.11,AGSL,SI2,D,Excellent,,,6.61x6.62x4.13,Excellent,Russia,Round,Excellent,58.0,2,,8083.35,8083.35
10234,1.6,GemEx,VVS2,H,Excellent,62.4,,7.43x7.48x4.65,Excellent,Russia,Round,Excellent,57.0,4,,17502.11,0.0
10235,1.6,,VS2,H,Excellent,62.1,,7.44x7.51x4.64,Excellent,Russia,Princess,Excellent,59.0,2,,18642.25,0.0
10236,1.53,AGSL,VS2,L,Very good,,,7.62x7.63x4.48,Very good,Zimbabwe,Round,Very good,55.0,2,,0.0,0.0
10237,1.53,AGSL,SI1,F,Excellent,61.6,,7.4x7.43x4.57,Excellent,Botswana,Round,Excellent,,4,,17630.096666666665,0.0
10238,1.05,AGSL,VS1,L,Very good,60.5,,6.58x6.64x4,Good,Russia,Round,Very good,,2,,4445.68,0.0
10239,1.05,GemEx,I1,K,Excellent,,,6.51x6.53x4,Very good,Botswana,Round,Excellent,57.0,2,,5379.75,5379.75
10240,1.03,AGSL,SI2,D,Excellent,62.6,False,6.46x6.49x4.05,Excellent,DR Congo,Princess,Excellent,55.0,2,,0.0,0.0
10241,1.03,AGSL,VS2,D,Excellent,,,6.51x6.53x4.01,Excellent,Australia,Round,Excellent,,2,,12866.037375541127,12866.037375541127
10242,1.03,AGSL,SI2,E,Excellent,62.4,,6.43x6.48x4.03,Excellent,Botswana,Round,Excellent,57.0,4,,6011.420833333334,6011.420833333334
10243,0.7,AGSL,VS1,G,Excellent,62.3,,5.66x5.72x3.55,Excellent,Russia,Oval ,Excellent,55.0,2,,3365.9291666666663,0.0
10244,0.7,AGSL,VS2,D,Excellent,60.6,,5.76x5.78x3.5,Excellent,Botswana,Round,Very good,,3,,4269.069166666667,0.0
10245,0.7,AGSL,SI1,D,Excellent,,,5.67x5.74x3.53,Excellent,Australia,Round,Very good,56.0,1,,3233.275,0.0
10246,0.7,AGSL,I1,E,Excellent,62.2,,5.67x5.71x3.54,Excellent,Russia,Round,Excellent,,1,,2293.815,0.0
10247,0.7,AGSL,SI1,G,Excellent,62.3,False,5.65x5.69x3.54,Excellent,Angola,Round,Excellent,56.0,1,,0.0,0.0
10248,1.3,AGSL,VS2,H,Excellent,61.5,,6.99x7.01x4.3,Excellent,Russia,Round,Excellent,,2,,11736.4275,11736.4275
10249,3.47,AGSL,SI2,H,Excellent,62.5,,9.62x9.65x6.03,Excellent,Canada,Round,Excellent,,2,,52002.8,0.0
10250,1.3,AGSL,SI1,J,Excellent,62.1,,6.99x7.01x4.35,Excellent,DR Congo,Emerald,Excellent,55.0,3,,0.0,0.0
10251,1.3,AGSL,SI2,G,Excellent,62.5,,6.95x7x4.36,Excellent,Russia,Round,Excellent,55.0,4,,9836.675,9836.675
10252,3.47,AGSL,VS2,J,Excellent,,,9.64x9.69x6.01,Excellent,Russia,Marquise,Excellent,57.0,2,,52450.15,0.0
10253,1.3,AGSL,VS1,E,Excellent,62.1,,6.96x7x4.33,Excellent,Russia,Round,Excellent,56.0,3,,17916.25,0.0
10254,1.28,AGSL,SI2,H,Excellent,,,6.94x6.96x4.3,Excellent,Botswana,Asscher,Excellent,57.0,4,,9035.896369047618,9035.896369047618
10255,1.28,AGSL,SI2,K,Excellent,62.4,,6.91x6.93x4.32,Excellent,Australia,Round,Excellent,,3,,5637.85,5637.85
10256,1.08,,SI1,I,Excellent,62.1,,6.55x6.57x4.08,Excellent,Australia,Oval ,Excellent,56.0,2,,6417.8,6417.8
10257,1.08,,SI2,H,Excellent,,,6.58x6.61x4.07,Excellent,DR Congo,Round,Excellent,57.0,2,,0.0,0.0
10258,1.28,AGSL,SI2,E,Excellent,61.0,,6.96x7.01x4.26,Excellent,Australia,Radiant,Excellent,60.0,3,,11180.715,11180.715
10259,1.25,AGSL,VVS2,H,Excellent,62.6,,6.87x6.89x4.32,Excellent,Russia,Marquise,Excellent,54.0,2,,10733.541666666664,10733.541666666664
10260,1.25,AGSL,IF,I,Excellent,62.6,,6.85x6.92x4.31,Excellent,DR Congo,Round,Excellent,56.0,3,,0.0,0.0
10261,1.25,AGSL,SI1,I,Excellent,,,6.86x6.9x4.31,Excellent,Australia,Oval,Excellent,,2,,8871.6,8871.6
10262,1.25,AGSL,I3,H, ,,,6.79x6.87x4.29,Very good,Botswana,Round,Good,57.0,2,,10944.3875,10944.3875
10263,1.25,AGSL,VS1,I,Excellent,,,6.82x6.88x4.33,Excellent,Other/Unknown,Round,Excellent,,3,,9272.725,9272.725
10264,1.08,AGSL,SI2,I,Excellent,61.7,,6.58x6.6x4.06,Excellent,Canada,Radiant,Excellent,59.0,4,,5594.3275,5594.3275
10265,1.1,AGSL,SI2,L,Excellent,62.0,,6.63x6.66x4.12,Excellent,Canada,Round,Excellent,57.0,1,,4740.1175,0.0
10266,1.1,AGSL,SI2,E,Excellent,61.7,,6.63x6.65x4.1,Excellent,Russia,Round,Excellent,,2,,8773.35,8773.35
10267,0.5,AGSL,I1,F,Excellent,61.5,,5.11x5.15x3.15,Excellent,South Africa,Pear,Excellent,57.0,1,,938.45,0.0
10268,2.51,GemEx,SI2,D,Excellent,62.4,,8.69x8.72x5.43,Excellent,Russia,Round,Excellent,54.0,2,,57584.9,0.0
10269,2.51,AGSL,VS1,J,Excellent,62.4,,8.63x8.69x5.4,Excellent,Angola,Round,Excellent,,2,,0.0,0.0
10270,2.51,AGSL,VS1,D,Excellent,62.8,,8.6x8.67x5.42,Excellent,Russia,Round,Excellent,57.0,2,,82342.2875,0.0
10271,0.5,AGSL,I1,I,Excellent,60.9,,5.12x5.14x3.12,Excellent,Botswana,Asscher,Excellent,59.0,1,,927.0,0.0
10272,1.09,AGSL,SI2,F,Excellent,62.5,,6.54x6.56x4.09,Excellent,Other/Unknown,Round,Excellent,56.0,2,,7317.075,7317.075
10273,1.09,AGSL,SI2,K,Excellent,62.6,,6.54x6.58x4.11,Excellent,DR Congo,Round,Excellent,,1,,0.0,0.0
10274,1.09,GemEx,I1,G,Very good,63.1,,6.53x6.57x4.13,Excellent,Botswana,Round,Good,,2,,6244.7,6244.7
10275,1.12,AGSL,SI2,G,Excellent,62.7,,6.6x6.65x4.15,Excellent,Botswana,Round,Excellent,,2,,6846.575,6846.575
10276,1.12,AGSL,SI2,H,Excellent,62.0,,6.62x6.66x4.12,Excellent,Russia,Pear,Excellent,57.0,2,,6790.870833333333,6790.870833333333
10277,1.12,AGSL,SI2,E,Excellent,,,6.71x6.73x4.08,Excellent,Botswana,Oval,Excellent,59.0,2,,9768.6,9768.6
10278,2.5,AGSL,VS2,F,Excellent,,,8.66x8.7x5.37,Excellent,Russia,Pear,Excellent,55.0,2,,44475.07083333334,0.0
10279,1.12,AGSL,VS1,H,Excellent,60.0,,6.73x6.78x4.05,Excellent,Botswana,Princess,Excellent,60.0,2,,8008.575,8008.575
10280,1.09,AGSL,SI2,G,Excellent,62.2,,6.56x6.59x4.09,Excellent,Botswana,Round,Excellent,,4,,6646.583333333332,6646.583333333332
10281,2.5,GemEx,VS1,H,Excellent,62.5,,8.63x8.67x5.4,Excellent,Canada,Princess,Excellent,56.0,2,,38894.075,0.0
10282,0.62,AGSL,VS2,H,Very good,63.6,,5.32x5.37x3.4,Very good,Russia,Pear,Very good,,1,,2396.55,0.0
10283,3.01,,SI1,G,Excellent,62.1,,9.19x9.21x5.72,Excellent,Australia,Round,Excellent,60.0,2,,53993.2,0.0
10284,3.05,AGSL,SI1,E,Excellent,,,9.28x9.36x5.78,Excellent,Zimbabwe,Round,Excellent,,2,,0.0,0.0
10285,3.05,AGSL,SI1,E,Excellent,60.0,False,9.39x9.41x5.64,Excellent,Other/Unknown,Emerald,Excellent,59.0,2,,71069.85,0.0
10286,1.13,GemEx,I1,G,Excellent,,,6.79x6.83x4.07,Excellent,Russia,Emerald,Very good,57.0,2,,6885.0,6885.0
10287,1.13,AGSL,VS2,D,Excellent,59.8,,6.81x6.84x4.09,Excellent,Zimbabwe,Emerald,Excellent,59.0,2,,0.0,0.0
10288,1.73,,VVS2,I,Excellent,62.5,,7.67x7.72x4.81,Excellent,Australia,Round,Excellent,54.0,2,,19063.75,0.0
10289,1.73,AGSL,SI1,H,Excellent,61.8,,7.7x7.72x4.76,Excellent,Botswana,Pear,Excellent,56.0,2,,18931.86,0.0
10290,1.73,,VS1,F,Excellent,62.3,,7.63x7.69x4.77,Excellent,DR Congo,Radiant,Excellent,57.0,2,,0.0,0.0
10291,1.73,AGSL,VS2,G,Excellent,62.2,True,7.67x7.71x4.78,Excellent,DR Congo,Round,Excellent,58.0,4,,0.0,0.0
10292,1.76,AGSL,SI2,F,Excellent,,,7.68x7.71x4.78,Excellent,Australia,Emerald,Excellent,,2,,21716.2,0.0
10293,1.73,AGSL,VS2,H,Excellent,60.4,,7.75x7.78x4.69,Excellent,Russia,Round,Excellent,,3,,20653.4725,0.0
10294,0.6,AGSL,VS2,F,Very good,62.4,,5.38x5.4x3.36,Very good,Russia,ROUND,Good,56.0,1,,2486.1225,0.0
10295,0.6,AGSL,VS1,I,Excellent,62.8,,5.36x5.4x3.38,Excellent,Angola,Round,Excellent,56.0,1,,0.0,0.0
10296,0.6,AGSL,SI1,K,Excellent,61.2,False,5.44x5.46x3.33,Excellent,Russia,Round,Excellent,,1,,1311.5,0.0
10297,0.6,AGSL,VS1,H,Excellent,,,5.38x5.42x3.35,Excellent,South Africa,Round,Excellent,,2,,2561.4625,0.0
10298,0.62,AGSL,SI1,E,Excellent,61.4,False,5.48x5.52x3.38,Excellent,DR Congo,Round,Very good,57.0,1,,0.0,0.0
10299,0.62,AGSL,VS1,L,Very good,60.2,,5.46x5.63x3.34,Good,Botswana,Cushion,Good,,1,,2064.7833333333333,0.0
10300,0.62,GemEx,VS2,F,Excellent,60.7,,5.49x5.51x3.34,Very good,Russia,Round,Excellent,59.0,1,,2587.2,0.0
10301,3.03,,IF,H,Excellent,,,9.2x9.31x5.77,Excellent,Canada,Round,Excellent,,2,,155450.47,0.0
10302,2.03,AGSL,I1,E,Very good,61.5,,8.16x8.21x5.04,Excellent,Angola,Round,Very good,57.0,2,,0.0,0.0
10303,2.03,AGSL,VS1,E,Excellent,61.1,,8.15x8.21x5,Excellent,Canada,Round,Excellent,,2,,43286.28333333334,0.0
10304,0.6,AGSL,SI2,D,Very good,61.9,False,5.37x5.34x3.32,Excellent,Botswana,Emerald,Excellent,58.0,1,,1921.5783333333334,0.0
10305,0.6,AGSL,SI2,E,Excellent,,,5.42x5.4x3.36,Excellent,Canada,Round,Excellent,58.0,1,,1817.6472619047618,0.0
10306,0.6,AGSL,SI2,F,Very good,62.6,,5.39x5.34x3.36,Excellent,Russia,Round,Excellent,58.0,1,,1746.18,0.0
10307,1.7,AGSL,VS1,I,Excellent,62.6,,7.61x7.65x4.77,Excellent,Canada,Round,Excellent,56.0,2,,16522.333333333332,0.0
10308,1.7,AGSL,VS2,D,Excellent,61.7,,7.62x7.67x4.72,Excellent,Russia,Round,Excellent,57.0,2,,27313.338214285715,0.0
10309,2.5,AGSL,SI1,I,Excellent,62.0,,8.66x8.73x5.39,Excellent,Russia,Round,Excellent,59.0,4,,28743.653333333335,0.0
10310,1.71,AGSL,VS2,H,Excellent,62.6,,7.59x7.61x4.76,Excellent,Russia,Radiant,Very good,,4,,19739.465,0.0
10311,2.02,AGSL,SI2,H,Very good,61.7,,8.01x8.04x4.96,Excellent,Russia,Round,Very good,57.0,2,,25429.434999999994,0.0
10312,2.02,AGSL,SI2,J,Excellent,62.2,,8.07x8.09x5.03,Excellent,Angola,Round,Excellent,57.0,2,,0.0,0.0
10313,1.26,AGSL,SI1,F,Excellent,61.8,,6.93x6.96x4.29,Excellent,Russia,Marquise,Excellent,58.0,2,,11499.19,11499.19
10314,0.7,AGSL,SI1,D,Very good,63.8,,5.56x5.6x3.56,Very good,Russia,Emerald,Very good,58.0,1,,3418.1789285714285,0.0
10315,1.56,GemEx,VS1,I,Excellent,62.1,,7.41x7.46x4.62,Excellent,DR Congo,Oval ,Excellent,56.0,4,,0.0,0.0
10316,1.56,AGSL,SI2,E,Excellent,62.3,,7.37x7.69x4.6,Excellent,Russia,Marquise,Excellent,57.0,4,,13399.591666666665,13399.591666666665
10317,1.54,AGSL,SI1,G,Excellent,61.2,,7.43x7.49x4.57,Excellent,DR Congo,Round,Excellent,56.0,2,,0.0,0.0
10318,1.54,AGSL,SI1,H,Excellent,62.5,,7.35x7.38x4.6,Excellent,Canada,Oval,Excellent,57.0,3,,15222.971666666665,0.0
10319,1.3,AGSL,VS1,J,Excellent,59.9,,7.09x7.1x4.25,Excellent,Russia,Princess,Excellent,,3,,8508.798888888889,8508.798888888889
10320,3.5,AGSL,VVS2,I,Very good,63.3,,9.59x9.65x6.09,Excellent,Russia,Round,Very good,58.0,2,,84293.35,0.0
10321,0.7,AGSL,SI1,D,Very good,62.6,,5.63x5.58x3.51,Excellent,Angola,Marquise,Excellent,57.0,1,,0.0,0.0
10322,1.58,AGSL,SI2,I,Excellent,60.7,,7.5x7.53x4.56,Excellent,DR Congo,Emerald,Excellent,58.0,2,,0.0,0.0
10323,0.76,,SI1,D,Excellent,62.2,,5.81x5.83x3.62,Excellent,Canada,Radiant,Excellent,59.0,1,,4457.833333333334,0.0
10324,2.02,AGSL,VS1,I,Excellent,61.6,False,8.17x8.1x5.01,Excellent,Russia,Round,Excellent,58.0,2,,22693.750833333335,0.0
10325,1.0,AGSL,VS1,F,Very good,64.2,False,6.33x6.26x4.04,Excellent,Russia,Princess,Very good,57.0,2,,9142.135,9142.135
10326,1.21,AGSL,SI2,J,Excellent,62.4,,6.82x6.81x4.25,Excellent,DR Congo,Marquise,Excellent,57.0,1,,0.0,0.0
10327,1.21,AGSL,VS2,G,Excellent,61.5,,6.87x6.82x4.21,Excellent,Other/Unknown,Round,Excellent,59.0,2,,12817.495833333334,12817.495833333334
10328,1.0,AGSL,VS1,E,Excellent,59.0,,6.54x6.5x3.84,Excellent,Russia,Round,Very good,61.0,2,,9655.828333333333,9655.828333333333
10329,1.0,AGSL,SI2,J,Very good,60.4,False,6.46x6.39x3.89,Excellent,Botswana,Round,Very good,61.0,3,,5479.5277380952375,5479.5277380952375
10330,1.0,AGSL,SI2,G,Good,,,6.55x6.58x3.77,Excellent,Russia,Princess,Very good,,1,,5871.535173160173,5871.535173160173
10331,1.5,AGSL,SI1,H,Excellent,62.7,,7.34x7.29x4.58,Excellent,Australia,Round,Excellent,57.0,2,,13486.654166666665,13486.654166666665
10332,1.51,AGSL,VS2,G,Excellent,62.3,,7.33x7.3x4.56,Excellent,Australia,Radiant,Excellent,56.0,4,,22369.946666666667,0.0
10333,1.72,AGSL,SI2,J,Excellent,61.1,,7.67x7.7x4.7,Excellent,Australia,Round,Excellent,61.0,3,,13245.425,13245.425
10334,1.35,AGSL,VS1,J,Excellent,62.4,,7.07x7.02x4.4,Excellent,Angola,Round,Excellent,58.0,2,,0.0,0.0
10335,0.55,AGSL,VS2,I,Excellent,,,5.23x5.26x3.25,Very good,Russia,Round,Excellent,59.0,1,,1658.0716666666663,0.0
10336,4.02,,VS1,H,Excellent,60.3,,10.3x10.33x6.22,Excellent,South Africa,Round,Excellent,57.0,2,,94846.75,0.0
10337,1.31,,VS1,I,Excellent,62.2,,7x7.03x4.36,Excellent,Russia,Round,Excellent,56.0,4,,11630.3725,11630.3725
10338,1.31,AGSL,SI1,J,Excellent,62.4,,6.97x7.01x4.36,Excellent,Botswana,Round,Excellent,56.0,2,,7465.55,7465.55
10339,1.31,AGSL,VS1,I,Excellent,60.3,False,7.1x7.11x4.29,Excellent,Russia,Round,Excellent,57.0,4,,11630.3725,11630.3725
10340,1.05,GemEx,VVS2,K,Excellent,61.5,,6.55x6.53x4.03,Excellent,Russia,Princess,Excellent,,1,,6170.5,6170.5
10341,0.8,AGSL,SI2,F,Excellent,62.0,,5.93x5.97x3.69,Excellent,Russia,Oval,Excellent,56.0,1,,3982.725,0.0
10342,0.73,AGSL,VS2,G,Excellent,61.9,,5.76x5.78x3.57,Excellent,Australia,Round,Excellent,,1,,3570.105,0.0
10343,1.2,GemEx,SI1,J,Excellent,60.0,False,6.85x6.89x4.12,Excellent,Russia,Round,Excellent,61.0,3,,5915.849166666666,5915.849166666666
10344,1.2,AGSL,SI2,H,Excellent,,,6.82x6.84x4.18,Excellent,DR Congo,Round,Excellent,,2,,0.0,0.0
10345,1.62,AGSL,VS2,J,Excellent,62.4,,7.45x7.5x4.67,Excellent,Russia,Round,Excellent,57.0,2,,10595.95,10595.95
10346,0.51,GemEx,VS1,E,Excellent,61.2,,5.14x5.16x3.15,Excellent,Botswana,Uncut,Excellent,,1,,2225.483333333333,0.0
10347,0.41,AGSL,VVS1,F,Very good,61.2,,4.79x4.82x2.94,Excellent,Russia,Round,Very good,,1,,1049.7125,0.0
10348,0.72,GemEx,SI1,D,Excellent,61.2,,5.77x5.79x3.54,Excellent,Russia,Emerald,Very good,57.0,2,,3903.6285714285714,0.0
10349,1.02,AGSL,VS2,H,Excellent,59.8,,6.56x6.53x3.92,Excellent,Botswana,Radiant,Very good,,2,,8356.53,8356.53
10350,0.71,AGSL,SI2,G,Excellent,62.3,,5.75x5.79x3.59,Excellent,Russia,Emerald,Excellent,54.0,1,,2973.546666666667,0.0
10351,0.51,AGSL,VS2,D,Excellent,,True,5.14x5.16x3.22,Excellent,DR Congo,Round,Excellent,,1,,0.0,0.0
10352,1.37,AGSL,SI2,G,Very good,59.0,,7.22x7.25x4.27,Excellent,Other/Unknown,Round,Very good,62.0,2,,10221.658333333333,10221.658333333333
10353,2.08,AGSL,SI2,I,Excellent,62.6,True,8.16x8.11x5.1,Excellent,Angola,Round,Excellent,57.0,2,,0.0,0.0
10354,10.04,AGSL,SI2,K,Excellent,,,13.72x13.83x8.58,Excellent,Angola,Radiant,Very good,58.0,2,,0.0,0.0
10355,1.02,AGSL,VS2,D,Excellent,,,6.44x6.47x4.01,Excellent,Botswana,Round,Excellent,57.0,2,,11357.250357142857,11357.250357142857
10356,1.36,GemEx,VS1,H,Excellent,,False,7.08x7.11x4.44,Excellent,Canada,Round,Excellent,54.0,3,,12452.708333333336,12452.708333333336
10357,1.35,AGSL,SI2,J,Excellent,61.3,,7.13x7.16x4.38,Excellent,South Africa,Radiant,Excellent,,2,,7544.65,7544.65
10358,6.05,AGSL,VS1,J,Very good,62.7,,11.52x11.63x7.25,Excellent,Angola,Round,Very good,58.0,2,,0.0,0.0
10359,1.34,AGSL,SI1,G,Excellent,,,7.04x7.07x4.4,Excellent,South Africa,Round,Excellent,,3,,11659.9875,11659.9875
10360,1.34,AGSL,VS2,H,Excellent,62.6,,7x7.05x4.4,Excellent,Other/Unknown,Uncut,Excellent,56.0,3,,11887.816666666666,11887.816666666666
10361,3.89,AGSL,SI2,J,Very good,63.0,,9.88x9.95x6.25,Very good,Russia,Oval,Very good,58.0,2,,55602.5,0.0
10362,2.06,GemEx,SI2,H,Excellent,62.6,,8.11x8.16x5.09,Excellent,Russia,Round,Excellent,,2,,22356.266666666666,0.0
10363,2.06,AGSL,SI2,E,Excellent,,,8.15x8.17x5.02,Excellent,Russia,Princess,Excellent,58.0,2,,30640.50833333333,0.0
10364,1.33,AGSL,VS1,J,Excellent,62.4,,7.07x7.02x4.39,Excellent,DR Congo,Oval,Excellent,,4,,0.0,0.0
10365,5.04,AGSL,VVS2,E,Very good,58.7,,11.34x11.4x6.68,Excellent,Russia,Round,Very good,,2,,213549.6,0.0
10366,1.02,AGSL,SI2,E,Very good,60.7,,6.52x6.47x3.94,Very good,Other/Unknown,Round,Very good,,1,,6497.068333333334,6497.068333333334
10367,1.02,AGSL,VS2,E,Excellent,,,6.42x6.38x4,Excellent,DR Congo,Round,Excellent,,4,,0.0,0.0
10368,1.02,AGSL,SI1,G,Excellent,62.7,True,6.43x6.39x4.02,Excellent,DR Congo,Round,Excellent,57.0,3,,0.0,0.0
10369,1.02,AGSL,SI1,F,Very good,63.1,,6.31x6.36x4,Excellent,Russia,Round,Very good,57.0,2,,8250.883172799424,8250.883172799424
10370,1.02,AGSL,VS1,J,Excellent,61.9,,6.46x6.48x4.01,Excellent,DR Congo,Round,Excellent,55.0,3,,0.0,0.0
10371,1.32,AGSL,SI2,E,Excellent,,,6.89x6.98x4.38,Very good,DR Congo,Round,Very good,,3,,0.0,0.0
10372,1.02,,SI1,D,Very good,61.8,,6.46x6.52x4.01,Very good,Russia,Round,Very good,55.0,2,,11130.709166666666,11130.709166666666
10373,4.1,AGSL,VS1,I,Excellent,61.7,,10.26x10.19x6.31,Very good,Botswana,Princess,Very good,58.0,2,,94542.34,0.0
10374,2.04,AGSL,VS1,L,Excellent,62.5,False,8.1x8.14x5.07,Good,DR Congo,Round,Excellent,,4,,0.0,0.0
10375,1.64,AGSL,SI1,I,Excellent,61.5,,7.55x7.6x4.66,Excellent,DR Congo,Uncut,Excellent,59.0,4,,0.0,0.0
10376,4.01,GemEx,VS2,J,Excellent,62.8,,10.05x10.12x6.33,Excellent,Australia,Round,Excellent,57.0,2,,68842.2,0.0
10377,1.62,GemEx,SI1,D,Excellent,62.1,,7.48x7.5x4.65,Very good,Russia,Pear,Excellent,,3,,20337.5,0.0
10378,4.04,AGSL,SI2,J,Very good,63.0,True,10.21x10.15x6.42,Very good,Angola,Radiant,Good,56.0,2,,0.0,0.0
10379,3.6,AGSL,SI2,I,Excellent,61.4,,9.85x9.82x6.04,Excellent,Russia,Round,Excellent,59.0,2,,47690.6,0.0
10380,3.58,GemEx,SI1,K,Excellent,,,9.88x9.96x5.94,Excellent,DR Congo,Round,Excellent,60.0,2,,0.0,0.0
10381,3.61,AGSL,VS2,L,Good,58.5,True,10.07x10.17x5.92,Good,DR Congo,Princess,Very good,59.0,2,,0.0,0.0
10382,3.52,AGSL,SI2,J,Very good,59.2,,9.84x9.88x5.84,Very good,Russia,Oval,Excellent,,2,,43332.4,0.0
10383,3.53,,VS1,K,Excellent,61.6,,9.76x9.8x6.03,Very good,Canada,Marquise,Very good,,2,,69291.01666666666,0.0
10384,0.4,AGSL,SI2,F,Excellent,60.9,,4.76x4.79x2.9,Excellent,Botswana,Princess,Excellent,57.0,1,,943.8500000000001,0.0
10385,0.4,AGSL,SI2,E,Excellent,,False,4.7x4.72x2.94,Excellent,Russia,Round,Excellent,,1,,862.8133856421354,0.0
10386,0.4,AGSL,SI2,F,Excellent,62.4,,4.7x4.73x2.94,Excellent,Canada,Pear,Excellent,57.0,1,,942.0930555555555,0.0
10387,0.4,AGSL,SI2,F,Excellent,62.4,False,4.72x4.74x2.95,Excellent,Botswana,Round,Excellent,57.0,1,,943.8500000000001,0.0
10388,0.4,AGSL,SI2,F,Very good,62.8,,4.69x4.71x2.95,Excellent,Russia,Round,Very good,57.0,1,,926.4124999999999,0.0
10389,4.01,AGSL,SI2,I,Excellent,60.6,,10.23x10.29x6.22,Excellent,South Africa,Round,Excellent,57.0,2,,59686.65,0.0
10390,0.6,AGSL,I1,E,Very good,62.5,,5.33x5.35x3.34,Excellent,Botswana,Round,Excellent,,1,,1560.6,0.0
10391,0.6,AGSL,SI2,E,Very good,59.2,,5.5x5.51x3.26,Very good,Russia,Asscher,Very good,,1,,1875.330238095238,0.0
10392,0.6,AGSL,SI1,D,Very good,57.8,False,5.57x5.59x3.23,Very good,Zimbabwe,Oval,Very good,63.0,1,,0.0,0.0
10393,1.0,AGSL,SI1,E,Excellent,61.8,,6.37x6.4x3.94,Excellent,Australia,Princess,Excellent,,3,,6590.540952380951,6590.540952380951
10394,1.0,AGSL,SI1,J,Very good,62.3,,6.34x6.37x3.96,Excellent,Botswana,Round,Very good,59.0,1,,4860.76,0.0
10395,1.83,AGSL,VS1,H,Excellent,62.3,,7.82x7.85x4.88,Excellent,Botswana,Round,Excellent,57.0,4,,22512.45,0.0
10396,0.51,AGSL,SI2,E,Very good,63.3,,5.05x5.07x3.2,Very good,Botswana,Round,Excellent,58.0,1,,1611.644166666667,0.0
10397,2.1,AGSL,VVS1,F,Excellent,61.8,,8.25x8.21x5.09,Excellent,Other/Unknown,Radiant,Excellent,56.0,2,,35665.166666666664,0.0
10398,0.9,,SI1,H,Very good,61.8,,6.12x6.14x3.79,Excellent,DR Congo,Princess,Excellent,,1,,0.0,0.0
10399,2.77,AGSL,VS1,F,Excellent,62.7,,8.88x8.95x5.59,Excellent,Russia,Emerald,Excellent,57.0,2,,57607.89,0.0
10400,2.71,AGSL,SI2,G,Excellent,62.1,,8.89x8.96x5.54,Excellent,Australia,Round,Excellent,58.0,2,,33613.72666666667,0.0
10401,2.18,AGSL,VVS1,G,Excellent,59.4,,8.5x8.52x5.06,Excellent,Botswana,Oval,Excellent,,2,,46790.0,0.0
10402,2.88,AGSL,SI2,D,Excellent,60.3,,9.25x9.3x5.59,Excellent,Russia,Cushion,Excellent,57.0,2,,58215.2,0.0
10403,0.8,AGSL,SI1,H,Very good,62.2,,5.91x5.85x3.66,Excellent,DR Congo,Round,Very good,60.0,3,,0.0,0.0
10404,2.54,AGSL,SI2,I,Excellent,62.7,,8.72x8.66x5.45,Excellent,Canada,Princess,Excellent,,4,,26614.45,0.0
