id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers
10153,1.01,,SI2,G,Excellent,62.6,,6.38x6.42x4,Excellent,Russia,Princess,Excellent,56.0,2,,6181.041511421819
10154,2.06,AGSL,SI2,K,Very good,64.2,,7.96x7.99x5.12,Excellent,Russia,Oval,Very good,59.0,3,,13635.016666666668
10155,2.0,AGSL,VVS2,L,Very good,63.5,,7.97x7.93x5.05,Excellent,Russia,Round,Excellent,58.0,3,,14830.6
10156,1.2,AGSL,SI2,G,Very good,,True,6.63x6.68x4.29,Excellent,DR Congo,Round,Excellent,,4,,720.7675
10157,1.01,AGSL,SI2,E,Very good,63.6,,6.32x6.28x4.01,Excellent,Other/Unknown,Round,Very good,57.0,3,,6192.274166666667
10158,1.01,AGSL,SI2,E,Very good,63.8,,6.25x6.3x4,Excellent,Russia,Round,Excellent,57.0,2,,6396.628035714286
10159,1.2,AGSL,SI2,E,Excellent,62.5,,6.75x6.77x4.23,Excellent,DR Congo,Round,Excellent,,3,,1201.70925
10160,1.2,AGSL,VS1,E,Excellent,62.6,,6.74x6.81x4.24,Very good,South Africa,Princess,Very good,57.0,2,,15457.646666666666
10161,0.9,AGSL,SI1,D,Very good,62.9,,6.13x6.16x3.87,Very good,Canada,Round,Good,,4,,6023.075
10162,1.2,,SI2,I,Very good,63.6,,6.69x6.73x4.27,Excellent,Canada,Round,Very good,55.0,3,,6901.363351648352
10163,1.21,AGSL,SI2,I,Excellent,62.3,,6.8x6.84x4.25,Very good,Canada,Emerald,Excellent,57.0,3,,7349.895
10164,1.21,AGSL,SI2,G,Excellent,62.4,,6.77x6.81x4.24,Excellent,Australia,Emerald,Excellent,,2,,8978.416666666666
10165,0.6,AGSL,VS2,F,Excellent,60.8,,5.43x5.46x3.31,Very good,Botswana,Round,Excellent,,1,,2511.311527777778
10166,1.03,,SI2,F,Excellent,61.4,,6.47x6.51x3.98,Excellent,Botswana,Round,Excellent,,3,,5981.7
10167,1.0,AGSL,SI2,G,Very good,63.6,,6.21x6.28x3.97,Excellent,South Africa,Emerald,Very good,59.0,1,,5510.302916666667
10168,1.01,AGSL,SI2,H,Excellent,59.0,,6.56x6.58x3.88,Excellent,DR Congo,Round,Excellent,,2,,587.0219404761905
10169,1.72,AGSL,SI1,N,Excellent,,,7.64x7.68x4.79,Excellent,DR Congo,Round,Excellent,57.0,4,,1509.0016666666666
10170,1.51,AGSL,VS2,H,Very good,63.2,,7.19x7.25x4.56,Excellent,Australia,Round,Very good,56.0,2,,13731.6
10171,1.58,GemEx,IF,J,Excellent,59.8,,7.63x7.61x4.56,Excellent,South Africa,Round,Excellent,60.0,2,,14931.42
10172,0.9,GemEx,VVS1,D,Very good,59.9,,6.28x6.34x3.78,Excellent,South Africa,Round,Very good,60.0,2,,7138.7525
10173,0.9,AGSL,SI1,E,Excellent,60.8,,6.19x6.21x3.77,Excellent,Canada,Round,Excellent,60.0,1,,5341.216666666667
10174,0.9,AGSL,VS2,I,Excellent,,,6.2x6.24x3.79,Excellent,Botswana,Marquise,Excellent,,1,,5404.2875
10175,0.9,GemEx,SI2,E,Very good,61.4,,6.18x6.26x3.82,Excellent,South Africa,Princess,Good,60.0,3,,5266.3869047619055
10176,0.9,AGSL,VS2,D,Excellent,62.0,,6.14x6.17x3.82,Excellent,Australia,Round,Excellent,60.0,2,,6835.516666666667
10177,0.9,AGSL,VS1,L,Excellent,,,6.12x6.14x3.84,Excellent,Russia,Oval ,Excellent,,2,,3171.0725
10178,0.9,AGSL,SI1,I,Excellent,60.0,,6.24x6.26x3.75,Excellent,Australia,Pear,Excellent,59.0,1,,4476.885357142858
10179,0.9,AGSL,SI2,E,Excellent,60.1,,6.2x6.23x3.74,Excellent,Canada,Round,Excellent,61.0,4,,6334.44423076923
10180,0.9,,VVS1,L,Excellent,61.3,,6.2x6.24x3.81,Very good,Other/Unknown,Marquise,Excellent,61.0,1,,3351.92
10181,0.9,AGSL,SI1,J,Very good,62.7,,6.09x6.14x3.83,Very good,South Africa,Round,Very good,61.0,3,,4263.620833333333
10182,0.9,AGSL,SI2,E,Very good,,,6.23x6.29x3.69,Very good,Russia,Princess,Very good,,3,,5316.33778409091
10183,0.81,AGSL,VS2,D,Very good,,,5.86x5.91x3.71,Excellent,Russia,Princess,Very good,,2,,6944.354166666668
10184,0.81,GemEx,VS2,E,Very good,60.3,,6.02x6.05x3.64,Very good,DR Congo,Round,Good,,1,,527.231
10185,0.81,AGSL,SI1,E,Excellent,59.7,,6.06x6.08x3.62,Excellent,Botswana,Round,Excellent,,2,,4590.595714285714
10186,0.81,AGSL,SI1,F,Good,58.0,,6.11x6.12x3.55,Very good,Russia,Round,Good,,1,,4592.1799404761905
10187,0.81,AGSL,SI1,F,Very good,62.2,,5.91x5.99x3.7,Excellent,Australia,Round,Very good,61.0,2,,4881.891666666666
10188,0.9,AGSL,SI2,D,Excellent,61.4,,6.19x6.22x3.81,Excellent,Russia,Round,Excellent,58.0,3,,4936.526666666667
10189,0.4,GemEx,SI1,E,Excellent,61.3,False,4.77x4.79x2.93,Very good,Russia,Emerald,Very good,,1,,1026.515900247628
10190,0.4,AGSL,SI1,E,Excellent,61.5,,4.72x4.75x2.91,Excellent,Botswana,Round,Very good,57.0,1,,1000.1354761904762
10191,0.4,AGSL,VS1,D,Excellent,,False,4.69x4.75x2.93,Excellent,DR Congo,Round,Very good,57.0,1,,108.30083333333334
10192,1.33,AGSL,VS2,E,Excellent,62.6,,6.98x7.02x4.38,Excellent,Russia,Round,Excellent,,2,,18249.83888888889
10193,0.9,GemEx,SI1,J,Excellent,59.8,,6.26x6.23x3.73,Excellent,Russia,Round,Very good,,1,,4226.9800000000005
10194,0.7,AGSL,SI1,H,Good,62.4,,5.53x5.62x3.48,Good,Russia,Round,Good,,1,,2636.7
10195,1.02,AGSL,VVS1,D,Excellent,62.3,,6.45x6.48x4.03,Excellent,Russia,Round,Excellent,,3,,19025.89880952381
10196,1.02,AGSL,SI1,E,Very good,,,6.63x6.63x3.92,Very good,Russia,Round,Very good,56.0,3,,7464.475812590185
10197,1.02,AGSL,VS2,D,Excellent,,,6.44x6.47x4.02,Excellent,Canada,Radiant,Excellent,,4,,13158.291309523811
10198,1.02,AGSL,VS2,E,Excellent,62.5,,6.42x6.49x4.03,Excellent,Canada,Asscher,Excellent,,4,,10873.6
10199,1.41,AGSL,SI2,H,Excellent,62.1,,7.19x7.15x4.45,Excellent,South Africa,Emerald,Excellent,,4,,9708.6
10200,1.03,AGSL,SI2,H,Excellent,61.5,,6.48x6.51x4,Very good,Australia,Round,Very good,56.0,1,,5439.944226190476
10201,0.55,AGSL,VVS2,G,Good,,,5.21x5.31x3.26,Very good,Russia,Pear,Good,,1,,2461.5775
10202,2.19,AGSL,SI2,H,Excellent,62.6,,8.25x8.31x5.18,Excellent,Russia,Round,Excellent,57.0,2,,27711.55
10203,1.01,GemEx,SI2,E,Excellent,61.6,,6.4x6.42x3.95,Very good,Other/Unknown,Marquise,Very good,58.0,4,,6192.274166666667
10204,1.01,AGSL,VS1,G,Excellent,,,6.39x6.46x3.97,Very good,Zimbabwe,Princess,Very good,,3,,771.9341666666666
10205,1.01,AGSL,SI2,F,Excellent,61.9,,6.37x6.4x3.95,Very good,Canada,Round,Excellent,58.0,2,,6313.7696428571435
10206,1.01,AGSL,SI2,G,Excellent,62.1,,6.41x6.42x3.99,Excellent,Russia,Radiant,Excellent,58.0,3,,6181.041511421819
10207,1.01,AGSL,I1,H,Good,57.1,,6.51x6.55x3.73,Good,Russia,Round,Good,64.0,3,,4945.908333333334
10208,1.01,AGSL,VS1,I,Good,61.8,,6.31x6.5x3.96,Very good,Russia,Radiant,Fair,64.0,2,,7035.63138888889
10209,1.07,,SI1,J,Excellent,61.1,,6.63x6.59x4.04,Excellent,Russia,Round,Excellent,,2,,5994.4125
10210,1.07,AGSL,VS1,D,Excellent,60.6,,6.63x6.59x4.01,Excellent,DR Congo,Marquise,Excellent,61.0,4,,1567.295
10211,1.05,AGSL,VS2,J,Excellent,60.3,,6.6x6.59x3.98,Excellent,Russia,Round,Excellent,,1,,5987.30625
10212,1.26,AGSL,SI2,Ffancy darkbrown, ,62.1,,6.79x6.98x4.28,Very good,Botswana,Round,Good,59.0,2,,6734.1375
10213,0.77,AGSL,I1,E,Good,58.7,,6x6.05x3.54,Very good,Zimbabwe,Princess,Good,63.0,2,,512.525
10214,0.7,AGSL,VS2,L,Excellent,61.9,,5.69x5.72x3.53,Excellent,Canada,Round,Excellent,55.0,1,,1587.35
10215,0.54,,SI1,D,Excellent,61.8,,5.21x5.19x3.21,Excellent,Canada,Round,Excellent,60.0,1,,2158.45
10216,0.82,AGSL,SI1,G,Very good,62.0,,5.96x6x3.7,Good,South Africa,Princess,Very good,58.0,1,,3923.4666666666667
10217,2.04,AGSL,SI2,F,Excellent,62.1,,8.12x8.15x5.05,Excellent,Russia,Marquise,Very good,57.0,2,,23659.88333333333
10218,2.04,AGSL,VVS2,F,Excellent,60.1,,8.23x8.29x4.97,Excellent,Russia,Emerald,Excellent,60.0,2,,36123.325
10219,0.72,AGSL,SI1,E,Excellent,61.2,,5.79x5.75x3.53,Excellent,Canada,Princess,Excellent,61.0,2,,3992.61
10220,2.01,AGSL,SI2,J,Excellent,,,8.1x8.05x5.01,Excellent,DR Congo,Round,Excellent,57.0,3,,1642.8183333333334
10221,2.01,AGSL,SI1,J,Excellent,,,8.05x8x5.02,Excellent,Russia,Round,Excellent,57.0,3,,16644.7525
10222,1.03,GemEx,SI2,H,Very good,62.6,False,6.44x6.4x4.02,Very good,Botswana,Round,Very good,59.0,1,,5881.636666666666
10223,1.2,AGSL,SI1,G,Excellent,62.5,,6.77x6.74x4.22,Excellent,Botswana,Round,Excellent,,2,,9772.589523809524
10224,2.01,AGSL,SI2,H,Excellent,60.9,,8.2x8.14x60.9,Excellent,Russia,Round,Excellent,59.0,2,,21922.349761904752
10225,0.71,AGSL,SI1,E,Very good,63.8,,5.58x5.6x3.57,Very good,Botswana,Emerald,Excellent,,1,,3360.425436507936
10226,1.0,AGSL,SI2,D,Very good,62.5,,6.34x6.38x3.97,Excellent,South Africa,Pear,Very good,57.0,2,,6771.089047619049
10227,1.0,AGSL,SI2,D,Excellent,61.6,,6.39x6.43x3.95,Excellent,Russia,Round,Excellent,58.0,4,,7432.441666666668
10228,1.0,AGSL,VVS2,H,Good,58.4,,6.57x6.6x3.85,Very good,Botswana,Round,Good,59.0,4,,8615.535
10229,1.0,AGSL,SI2,F,Excellent,60.0,False,6.47x6.49x3.89,Excellent,Botswana,Pear,Excellent,60.0,1,,5415.13763888889
10230,1.11,AGSL,VS1,F,Excellent,62.2,,6.65x6.67x4.14,Excellent,Canada,Emerald,Excellent,55.0,3,,11632.4375
10231,1.11,AGSL,SI1,H,Excellent,60.3,,6.71x6.74x4.05,Excellent,Russia,Round,Excellent,58.0,2,,7842.366666666666
10232,1.11,AGSL,SI2,J,Excellent,61.7,,6.64x6.67x4.11,Excellent,Australia,Round,Excellent,58.0,2,,5557.9875
10233,1.11,AGSL,SI2,D,Excellent,,,6.61x6.62x4.13,Excellent,Russia,Round,Excellent,58.0,2,,8083.35
10234,1.6,GemEx,VVS2,H,Excellent,62.4,,7.43x7.48x4.65,Excellent,Russia,Round,Excellent,57.0,4,,17502.11
10235,1.6,,VS2,H,Excellent,62.1,,7.44x7.51x4.64,Excellent,Russia,Princess,Excellent,59.0,2,,18642.25
10236,1.53,AGSL,VS2,L,Very good,,,7.62x7.63x4.48,Very good,Zimbabwe,Round,Very good,55.0,2,,837.225
10237,1.53,AGSL,SI1,F,Excellent,61.6,,7.4x7.43x4.57,Excellent,Botswana,Round,Excellent,,4,,17630.096666666665
10238,1.05,AGSL,VS1,L,Very good,60.5,,6.58x6.64x4,Good,Russia,Round,Very good,,2,,4445.68
10239,1.05,GemEx,I1,K,Excellent,,,6.51x6.53x4,Very good,Botswana,Round,Excellent,57.0,2,,5379.75
10240,1.03,AGSL,SI2,D,Excellent,62.6,False,6.46x6.49x4.05,Excellent,DR Congo,Princess,Excellent,55.0,2,,921.75
10241,1.03,AGSL,VS2,D,Excellent,,,6.51x6.53x4.01,Excellent,Australia,Round,Excellent,,2,,12866.037375541127
10242,1.03,AGSL,SI2,E,Excellent,62.4,,6.43x6.48x4.03,Excellent,Botswana,Round,Excellent,57.0,4,,6011.420833333334
10243,0.7,AGSL,VS1,G,Excellent,62.3,,5.66x5.72x3.55,Excellent,Russia,Oval ,Excellent,55.0,2,,3365.9291666666663
10244,0.7,AGSL,VS2,D,Excellent,60.6,,5.76x5.78x3.5,Excellent,Botswana,Round,Very good,,3,,4269.069166666667
10245,0.7,AGSL,SI1,D,Excellent,,,5.67x5.74x3.53,Excellent,Australia,Round,Very good,56.0,1,,3233.275
10246,0.7,AGSL,I1,E,Excellent,62.2,,5.67x5.71x3.54,Excellent,Russia,Round,Excellent,,1,,2293.815
10247,0.7,AGSL,SI1,G,Excellent,62.3,False,5.65x5.69x3.54,Excellent,Angola,Round,Excellent,56.0,1,,307.4700476190476
10248,1.3,AGSL,VS2,H,Excellent,61.5,,6.99x7.01x4.3,Excellent,Russia,Round,Excellent,,2,,11736.4275
10249,3.47,AGSL,SI2,H,Excellent,62.5,,9.62x9.65x6.03,Excellent,Canada,Round,Excellent,,2,,52002.8
10250,1.3,AGSL,SI1,J,Excellent,62.1,,6.99x7.01x4.35,Excellent,DR Congo,Emerald,Excellent,55.0,3,,776.39
10251,1.3,AGSL,SI2,G,Excellent,62.5,,6.95x7x4.36,Excellent,Russia,Round,Excellent,55.0,4,,9836.675
10252,3.47,AGSL,VS2,J,Excellent,,,9.64x9.69x6.01,Excellent,Russia,Marquise,Excellent,57.0,2,,52450.15
10253,1.3,AGSL,VS1,E,Excellent,62.1,,6.96x7x4.33,Excellent,Russia,Round,Excellent,56.0,3,,17916.25
10254,1.28,AGSL,SI2,H,Excellent,,,6.94x6.96x4.3,Excellent,Botswana,Asscher,Excellent,57.0,4,,9035.896369047618
10255,1.28,AGSL,SI2,K,Excellent,62.4,,6.91x6.93x4.32,Excellent,Australia,Round,Excellent,,3,,5637.85
10256,1.08,,SI1,I,Excellent,62.1,,6.55x6.57x4.08,Excellent,Australia,Oval ,Excellent,56.0,2,,6417.8
10257,1.08,,SI2,H,Excellent,,,6.58x6.61x4.07,Excellent,DR Congo,Round,Excellent,57.0,2,,636.1984166666667
10258,1.28,AGSL,SI2,E,Excellent,61.0,,6.96x7.01x4.26,Excellent,Australia,Radiant,Excellent,60.0,3,,11180.715
10259,1.25,AGSL,VVS2,H,Excellent,62.6,,6.87x6.89x4.32,Excellent,Russia,Marquise,Excellent,54.0,2,,10733.541666666664
10260,1.25,AGSL,IF,I,Excellent,62.6,,6.85x6.92x4.31,Excellent,DR Congo,Round,Excellent,56.0,3,,1337.40125
10261,1.25,AGSL,SI1,I,Excellent,,,6.86x6.9x4.31,Excellent,Australia,Oval,Excellent,,2,,8871.6
10262,1.25,AGSL,I3,H, ,,,6.79x6.87x4.29,Very good,Botswana,Round,Good,57.0,2,,10944.3875
10263,1.25,AGSL,VS1,I,Excellent,,,6.82x6.88x4.33,Excellent,Other/Unknown,Round,Excellent,,3,,9272.725
10264,1.08,AGSL,SI2,I,Excellent,61.7,,6.58x6.6x4.06,Excellent,Canada,Radiant,Excellent,59.0,4,,5594.3275
10265,1.1,AGSL,SI2,L,Excellent,62.0,,6.63x6.66x4.12,Excellent,Canada,Round,Excellent,57.0,1,,4740.1175
10266,1.1,AGSL,SI2,E,Excellent,61.7,,6.63x6.65x4.1,Excellent,Russia,Round,Excellent,,2,,8773.35
10267,0.5,AGSL,I1,F,Excellent,61.5,,5.11x5.15x3.15,Excellent,South Africa,Pear,Excellent,57.0,1,,938.45
10268,2.51,GemEx,SI2,D,Excellent,62.4,,8.69x8.72x5.43,Excellent,Russia,Round,Excellent,54.0,2,,57584.9
10269,2.51,AGSL,VS1,J,Excellent,62.4,,8.63x8.69x5.4,Excellent,Angola,Round,Excellent,,2,,2920.915
10270,2.51,AGSL,VS1,D,Excellent,62.8,,8.6x8.67x5.42,Excellent,Russia,Round,Excellent,57.0,2,,82342.2875
10271,0.5,AGSL,I1,I,Excellent,60.9,,5.12x5.14x3.12,Excellent,Botswana,Asscher,Excellent,59.0,1,,927.0
10272,1.09,AGSL,SI2,F,Excellent,62.5,,6.54x6.56x4.09,Excellent,Other/Unknown,Round,Excellent,56.0,2,,7317.075
10273,1.09,AGSL,SI2,K,Excellent,62.6,,6.54x6.58x4.11,Excellent,DR Congo,Round,Excellent,,1,,549.1998333333333
10274,1.09,GemEx,I1,G,Very good,63.1,,6.53x6.57x4.13,Excellent,Botswana,Round,Good,,2,,6244.7
10275,1.12,AGSL,SI2,G,Excellent,62.7,,6.6x6.65x4.15,Excellent,Botswana,Round,Excellent,,2,,6846.575
10276,1.12,AGSL,SI2,H,Excellent,62.0,,6.62x6.66x4.12,Excellent,Russia,Pear,Excellent,57.0,2,,6790.870833333333
10277,1.12,AGSL,SI2,E,Excellent,,,6.71x6.73x4.08,Excellent,Botswana,Oval,Excellent,59.0,2,,9768.6
10278,2.5,AGSL,VS2,F,Excellent,,,8.66x8.7x5.37,Excellent,Russia,Pear,Excellent,55.0,2,,44475.07083333334
10279,1.12,AGSL,VS1,H,Excellent,60.0,,6.73x6.78x4.05,Excellent,Botswana,Princess,Excellent,60.0,2,,8008.575
10280,1.09,AGSL,SI2,G,Excellent,62.2,,6.56x6.59x4.09,Excellent,Botswana,Round,Excellent,,4,,6646.583333333332
10281,2.5,GemEx,VS1,H,Excellent,62.5,,8.63x8.67x5.4,Excellent,Canada,Princess,Excellent,56.0,2,,38894.075
10282,0.62,AGSL,VS2,H,Very good,63.6,,5.32x5.37x3.4,Very good,Russia,Pear,Very good,,1,,2396.55
10283,3.01,,SI1,G,Excellent,62.1,,9.19x9.21x5.72,Excellent,Australia,Round,Excellent,60.0,2,,53993.2
10284,3.05,AGSL,SI1,E,Excellent,,,9.28x9.36x5.78,Excellent,Zimbabwe,Round,Excellent,,2,,8588.83
10285,3.05,AGSL,SI1,E,Excellent,60.0,False,9.39x9.41x5.64,Excellent,Other/Unknown,Emerald,Excellent,59.0,2,,71069.85
10286,1.13,GemEx,I1,G,Excellent,,,6.79x6.83x4.07,Excellent,Russia,Emerald,Very good,57.0,2,,6885.0
10287,1.13,AGSL,VS2,D,Excellent,59.8,,6.81x6.84x4.09,Excellent,Zimbabwe,Emerald,Excellent,59.0,2,,1536.72
10288,1.73,,VVS2,I,Excellent,62.5,,7.67x7.72x4.81,Excellent,Australia,Round,Excellent,54.0,2,,19063.75
10289,1.73,AGSL,SI1,H,Excellent,61.8,,7.7x7.72x4.76,Excellent,Botswana,Pear,Excellent,56.0,2,,18931.86
10290,1.73,,VS1,F,Excellent,62.3,,7.63x7.69x4.77,Excellent,DR Congo,Radiant,Excellent,57.0,2,,2136.39
10291,1.73,AGSL,VS2,G,Excellent,62.2,True,7.67x7.71x4.78,Excellent,DR Congo,Round,Excellent,58.0,4,,1748.5325
10292,1.76,AGSL,SI2,F,Excellent,,,7.68x7.71x4.78,Excellent,Australia,Emerald,Excellent,,2,,21716.2
10293,1.73,AGSL,VS2,H,Excellent,60.4,,7.75x7.78x4.69,Excellent,Russia,Round,Excellent,,3,,20653.4725
10294,0.6,AGSL,VS2,F,Very good,62.4,,5.38x5.4x3.36,Very good,Russia,ROUND,Good,56.0,1,,2486.1225
10295,0.6,AGSL,VS1,I,Excellent,62.8,,5.36x5.4x3.38,Excellent,Angola,Round,Excellent,56.0,1,,214.47333333333333
10296,0.6,AGSL,SI1,K,Excellent,61.2,False,5.44x5.46x3.33,Excellent,Russia,Round,Excellent,,1,,1311.5
10297,0.6,AGSL,VS1,H,Excellent,,,5.38x5.42x3.35,Excellent,South Africa,Round,Excellent,,2,,2561.4625
10298,0.62,AGSL,SI1,E,Excellent,61.4,False,5.48x5.52x3.38,Excellent,DR Congo,Round,Very good,57.0,1,,254.37908333333334
10299,0.62,AGSL,VS1,L,Very good,60.2,,5.46x5.63x3.34,Good,Botswana,Cushion,Good,,1,,2064.7833333333333
10300,0.62,GemEx,VS2,F,Excellent,60.7,,5.49x5.51x3.34,Very good,Russia,Round,Excellent,59.0,1,,2587.2
10301,3.03,,IF,H,Excellent,,,9.2x9.31x5.77,Excellent,Canada,Round,Excellent,,2,,155450.47
10302,2.03,AGSL,I1,E,Very good,61.5,,8.16x8.21x5.04,Excellent,Angola,Round,Very good,57.0,2,,2095.225
10303,2.03,AGSL,VS1,E,Excellent,61.1,,8.15x8.21x5,Excellent,Canada,Round,Excellent,,2,,43286.28333333334
10304,0.6,AGSL,SI2,D,Very good,61.9,False,5.37x5.34x3.32,Excellent,Botswana,Emerald,Excellent,58.0,1,,1921.5783333333334
10305,0.6,AGSL,SI2,E,Excellent,,,5.42x5.4x3.36,Excellent,Canada,Round,Excellent,58.0,1,,1817.6472619047618
10306,0.6,AGSL,SI2,F,Very good,62.6,,5.39x5.34x3.36,Excellent,Russia,Round,Excellent,58.0,1,,1746.18
10307,1.7,AGSL,VS1,I,Excellent,62.6,,7.61x7.65x4.77,Excellent,Canada,Round,Excellent,56.0,2,,16522.333333333332
10308,1.7,AGSL,VS2,D,Excellent,61.7,,7.62x7.67x4.72,Excellent,Russia,Round,Excellent,57.0,2,,27313.338214285715
10309,2.5,AGSL,SI1,I,Excellent,62.0,,8.66x8.73x5.39,Excellent,Russia,Round,Excellent,59.0,4,,28743.653333333335
10310,1.71,AGSL,VS2,H,Excellent,62.6,,7.59x7.61x4.76,Excellent,Russia,Radiant,Very good,,4,,19739.465
10311,2.02,AGSL,SI2,H,Very good,61.7,,8.01x8.04x4.96,Excellent,Russia,Round,Very good,57.0,2,,25429.434999999994
10312,2.02,AGSL,SI2,J,Excellent,62.2,,8.07x8.09x5.03,Excellent,Angola,Round,Excellent,57.0,2,,1656.555
10313,1.26,AGSL,SI1,F,Excellent,61.8,,6.93x6.96x4.29,Excellent,Russia,Marquise,Excellent,58.0,2,,11499.19
10314,0.7,AGSL,SI1,D,Very good,63.8,,5.56x5.6x3.56,Very good,Russia,Emerald,Very good,58.0,1,,3418.1789285714285
10315,1.56,GemEx,VS1,I,Excellent,62.1,,7.41x7.46x4.62,Excellent,DR Congo,Oval ,Excellent,56.0,4,,1434.4179166666668
10316,1.56,AGSL,SI2,E,Excellent,62.3,,7.37x7.69x4.6,Excellent,Russia,Marquise,Excellent,57.0,4,,13399.591666666665
10317,1.54,AGSL,SI1,G,Excellent,61.2,,7.43x7.49x4.57,Excellent,DR Congo,Round,Excellent,56.0,2,,1601.7618452380952
10318,1.54,AGSL,SI1,H,Excellent,62.5,,7.35x7.38x4.6,Excellent,Canada,Oval,Excellent,57.0,3,,15222.971666666665
10319,1.3,AGSL,VS1,J,Excellent,59.9,,7.09x7.1x4.25,Excellent,Russia,Princess,Excellent,,3,,8508.798888888889
10320,3.5,AGSL,VVS2,I,Very good,63.3,,9.59x9.65x6.09,Excellent,Russia,Round,Very good,58.0,2,,84293.35
10321,0.7,AGSL,SI1,D,Very good,62.6,,5.63x5.58x3.51,Excellent,Angola,Marquise,Excellent,57.0,1,,341.30448611111103
10322,1.58,AGSL,SI2,I,Excellent,60.7,,7.5x7.53x4.56,Excellent,DR Congo,Emerald,Excellent,58.0,2,,1463.67125
10323,0.76,,SI1,D,Excellent,62.2,,5.81x5.83x3.62,Excellent,Canada,Radiant,Excellent,59.0,1,,4457.833333333334
10324,2.02,AGSL,VS1,I,Excellent,61.6,False,8.17x8.1x5.01,Excellent,Russia,Round,Excellent,58.0,2,,22693.750833333335
10325,1.0,AGSL,VS1,F,Very good,64.2,False,6.33x6.26x4.04,Excellent,Russia,Princess,Very good,57.0,2,,9142.135
10326,1.21,AGSL,SI2,J,Excellent,62.4,,6.82x6.81x4.25,Excellent,DR Congo,Marquise,Excellent,57.0,1,,582.565
10327,1.21,AGSL,VS2,G,Excellent,61.5,,6.87x6.82x4.21,Excellent,Other/Unknown,Round,Excellent,59.0,2,,12817.495833333334
10328,1.0,AGSL,VS1,E,Excellent,59.0,,6.54x6.5x3.84,Excellent,Russia,Round,Very good,61.0,2,,9655.828333333333
10329,1.0,AGSL,SI2,J,Very good,60.4,False,6.46x6.39x3.89,Excellent,Botswana,Round,Very good,61.0,3,,5479.5277380952375
10330,1.0,AGSL,SI2,G,Good,,,6.55x6.58x3.77,Excellent,Russia,Princess,Very good,,1,,5871.535173160173
10331,1.5,AGSL,SI1,H,Excellent,62.7,,7.34x7.29x4.58,Excellent,Australia,Round,Excellent,57.0,2,,13486.654166666665
10332,1.51,AGSL,VS2,G,Excellent,62.3,,7.33x7.3x4.56,Excellent,Australia,Radiant,Excellent,56.0,4,,22369.946666666667
10333,1.72,AGSL,SI2,J,Excellent,61.1,,7.67x7.7x4.7,Excellent,Australia,Round,Excellent,61.0,3,,13245.425
10334,1.35,AGSL,VS1,J,Excellent,62.4,,7.07x7.02x4.4,Excellent,Angola,Round,Excellent,58.0,2,,843.5366666666664
10335,0.55,AGSL,VS2,I,Excellent,,,5.23x5.26x3.25,Very good,Russia,Round,Excellent,59.0,1,,1658.0716666666663
10336,4.02,,VS1,H,Excellent,60.3,,10.3x10.33x6.22,Excellent,South Africa,Round,Excellent,57.0,2,,94846.75
10337,1.31,,VS1,I,Excellent,62.2,,7x7.03x4.36,Excellent,Russia,Round,Excellent,56.0,4,,11630.3725
10338,1.31,AGSL,SI1,J,Excellent,62.4,,6.97x7.01x4.36,Excellent,Botswana,Round,Excellent,56.0,2,,7465.55
10339,1.31,AGSL,VS1,I,Excellent,60.3,False,7.1x7.11x4.29,Excellent,Russia,Round,Excellent,57.0,4,,11630.3725
10340,1.05,GemEx,VVS2,K,Excellent,61.5,,6.55x6.53x4.03,Excellent,Russia,Princess,Excellent,,1,,6170.5
10341,0.8,AGSL,SI2,F,Excellent,62.0,,5.93x5.97x3.69,Excellent,Russia,Oval,Excellent,56.0,1,,3982.725
10342,0.73,AGSL,VS2,G,Excellent,61.9,,5.76x5.78x3.57,Excellent,Australia,Round,Excellent,,1,,3570.105
10343,1.2,GemEx,SI1,J,Excellent,60.0,False,6.85x6.89x4.12,Excellent,Russia,Round,Excellent,61.0,3,,5915.849166666666
10344,1.2,AGSL,SI2,H,Excellent,,,6.82x6.84x4.18,Excellent,DR Congo,Round,Excellent,,2,,750.6873928571431
10345,1.62,AGSL,VS2,J,Excellent,62.4,,7.45x7.5x4.67,Excellent,Russia,Round,Excellent,57.0,2,,10595.95
10346,0.51,GemEx,VS1,E,Excellent,61.2,,5.14x5.16x3.15,Excellent,Botswana,Uncut,Excellent,,1,,2225.483333333333
10347,0.41,AGSL,VVS1,F,Very good,61.2,,4.79x4.82x2.94,Excellent,Russia,Round,Very good,,1,,1049.7125
10348,0.72,GemEx,SI1,D,Excellent,61.2,,5.77x5.79x3.54,Excellent,Russia,Emerald,Very good,57.0,2,,3903.6285714285714
10349,1.02,AGSL,VS2,H,Excellent,59.8,,6.56x6.53x3.92,Excellent,Botswana,Radiant,Very good,,2,,8356.53
10350,0.71,AGSL,SI2,G,Excellent,62.3,,5.75x5.79x3.59,Excellent,Russia,Emerald,Excellent,54.0,1,,2973.546666666667
10351,0.51,AGSL,VS2,D,Excellent,,True,5.14x5.16x3.22,Excellent,DR Congo,Round,Excellent,,1,,206.63725396825396
10352,1.37,AGSL,SI2,G,Very good,59.0,,7.22x7.25x4.27,Excellent,Other/Unknown,Round,Very good,62.0,2,,10221.658333333333
