id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers,Adjusted_Offers,Final_Offers
10189,0.4,GemEx,SI1,E,Excellent,61.3,False,4.77x4.79x2.93,Very good,Russia,Emerald,Very good,,1,,1027.3968764936042,1027.3968764936042,0.0
10190,0.4,AGSL,SI1,E,Excellent,61.5,,4.72x4.75x2.91,Excellent,Botswana,Round,Very good,57.0,1,,1004.5137301587301,1004.5137301587301,0.0
10191,0.4,AGSL,VS1,D,Excellent,,False,4.69x4.75x2.93,Excellent,DR Congo,Round,Very good,57.0,1,,1133.4175,0.0,0.0
10192,1.33,AGSL,VS2,E,Excellent,62.6,,6.98x7.02x4.38,Excellent,Russia,Round,Excellent,,2,,17758.466666666664,17758.466666666664,0.0
10193,0.9,GemEx,SI1,J,Excellent,59.8,,6.26x6.23x3.73,Excellent,Russia,Round,Very good,,1,,4154.495833333333,4154.495833333333,0.0
10194,0.7,AGSL,SI1,H,Good,62.4,,5.53x5.62x3.48,Good,Russia,Round,Good,,1,,2729.85,2729.85,0.0
10195,1.02,AGSL,VVS1,D,Excellent,62.3,,6.45x6.48x4.03,Excellent,Russia,Round,Excellent,,3,,18956.8,18956.8,0.0
10196,1.02,AGSL,SI1,E,Very good,,,6.63x6.63x3.92,Very good,Russia,Round,Very good,56.0,3,,7811.45503968254,7811.45503968254,0.0
10197,1.02,AGSL,VS2,D,Excellent,,,6.44x6.47x4.02,Excellent,Canada,Radiant,Excellent,,4,,12461.001666666665,12461.001666666665,0.0
10198,1.02,AGSL,VS2,E,Excellent,62.5,,6.42x6.49x4.03,Excellent,Canada,Asscher,Excellent,,4,,11482.85,11482.85,0.0
10199,1.41,AGSL,SI2,H,Excellent,62.1,,7.19x7.15x4.45,Excellent,South Africa,Emerald,Excellent,,4,,9226.593333333332,9226.593333333332,0.0
10200,1.03,AGSL,SI2,H,Excellent,61.5,,6.48x6.51x4,Very good,Australia,Round,Very good,56.0,1,,4928.433333333333,4928.433333333333,0.0
10201,0.55,AGSL,VVS2,G,Good,,,5.21x5.31x3.26,Very good,Russia,Pear,Good,,1,,2511.5,2511.5,0.0
10202,2.19,AGSL,SI2,H,Excellent,62.6,,8.25x8.31x5.18,Excellent,Russia,Round,Excellent,57.0,2,,27828.641666666666,27828.641666666666,0.0
10203,1.01,GemEx,SI2,E,Excellent,61.6,,6.4x6.42x3.95,Very good,Other/Unknown,Marquise,Very good,58.0,4,,6399.4524999999985,6399.4524999999985,0.0
10204,1.01,AGSL,VS1,G,Excellent,,,6.39x6.46x3.97,Very good,Zimbabwe,Princess,Very good,,3,,8546.959047619048,0.0,0.0
10205,1.01,AGSL,SI2,F,Excellent,61.9,,6.37x6.4x3.95,Very good,Canada,Round,Excellent,58.0,2,,6203.323434343433,6203.323434343433,0.0
10206,1.01,AGSL,SI2,G,Excellent,62.1,,6.41x6.42x3.99,Excellent,Russia,Radiant,Excellent,58.0,3,,6235.705543620377,6235.705543620377,0.0
10207,1.01,AGSL,I1,H,Good,57.1,,6.51x6.55x3.73,Good,Russia,Round,Good,64.0,3,,5270.539166666667,5270.539166666667,0.0
10208,1.01,AGSL,VS1,I,Good,61.8,,6.31x6.5x3.96,Very good,Russia,Radiant,Fair,64.0,2,,7068.395833333332,7068.395833333332,0.0
10209,1.07,,SI1,J,Excellent,61.1,,6.63x6.59x4.04,Excellent,Russia,Round,Excellent,,2,,5984.841666666667,5984.841666666667,0.0
10210,1.07,AGSL,VS1,D,Excellent,60.6,,6.63x6.59x4.01,Excellent,DR Congo,Marquise,Excellent,61.0,4,,13493.328333333335,0.0,0.0
10211,1.05,AGSL,VS2,J,Excellent,60.3,,6.6x6.59x3.98,Excellent,Russia,Round,Excellent,,1,,5936.5875,5936.5875,0.0
10212,1.26,AGSL,SI2,Ffancy darkbrown, ,62.1,,6.79x6.98x4.28,Very good,Botswana,Round,Good,59.0,2,,7518.466666666666,7518.466666666666,0.0
10213,0.77,AGSL,I1,E,Good,58.7,,6x6.05x3.54,Very good,Zimbabwe,Princess,Good,63.0,2,,3038.7,0.0,0.0
10214,0.7,AGSL,VS2,L,Excellent,61.9,,5.69x5.72x3.53,Excellent,Canada,Round,Excellent,55.0,1,,1525.7785714285717,1525.7785714285717,0.0
10215,0.54,,SI1,D,Excellent,61.8,,5.21x5.19x3.21,Excellent,Canada,Round,Excellent,60.0,1,,2043.5,2043.5,0.0
10216,0.82,AGSL,SI1,G,Very good,62.0,,5.96x6x3.7,Good,South Africa,Princess,Very good,58.0,1,,3786.05,3786.05,0.0
10217,2.04,AGSL,SI2,F,Excellent,62.1,,8.12x8.15x5.05,Excellent,Russia,Marquise,Very good,57.0,2,,25956.125,25956.125,0.0
10218,2.04,AGSL,VVS2,F,Excellent,60.1,,8.23x8.29x4.97,Excellent,Russia,Emerald,Excellent,60.0,2,,38403.65,38403.65,0.0
10219,0.72,AGSL,SI1,E,Excellent,61.2,,5.79x5.75x3.53,Excellent,Canada,Princess,Excellent,61.0,2,,3964.98,3964.98,0.0
10220,2.01,AGSL,SI2,J,Excellent,,,8.1x8.05x5.01,Excellent,DR Congo,Round,Excellent,57.0,3,,16695.391666666666,0.0,0.0
10221,2.01,AGSL,SI1,J,Excellent,,,8.05x8x5.02,Excellent,Russia,Round,Excellent,57.0,3,,16674.308333333334,16674.308333333334,0.0
10222,1.03,GemEx,SI2,H,Very good,62.6,False,6.44x6.4x4.02,Very good,Botswana,Round,Very good,59.0,1,,5868.660833333333,5868.660833333333,0.0
10223,1.2,AGSL,SI1,G,Excellent,62.5,,6.77x6.74x4.22,Excellent,Botswana,Round,Excellent,,2,,9812.687500000002,9812.687500000002,0.0
10224,2.01,AGSL,SI2,H,Excellent,60.9,,8.2x8.14x60.9,Excellent,Russia,Round,Excellent,59.0,2,,21480.53147546897,21480.53147546897,0.0
10225,0.71,AGSL,SI1,E,Very good,63.8,,5.58x5.6x3.57,Very good,Botswana,Emerald,Excellent,,1,,3473.221893939394,3473.221893939394,0.0
10226,1.0,AGSL,SI2,D,Very good,62.5,,6.34x6.38x3.97,Excellent,South Africa,Pear,Very good,57.0,2,,6992.414999999999,6992.414999999999,0.0
10227,1.0,AGSL,SI2,D,Excellent,61.6,,6.39x6.43x3.95,Excellent,Russia,Round,Excellent,58.0,4,,7216.52,7216.52,0.0
10228,1.0,AGSL,VVS2,H,Good,58.4,,6.57x6.6x3.85,Very good,Botswana,Round,Good,59.0,4,,8632.87,8632.87,0.0
10229,1.0,AGSL,SI2,F,Excellent,60.0,False,6.47x6.49x3.89,Excellent,Botswana,Pear,Excellent,60.0,1,,5211.66625,5211.66625,0.0
10230,1.11,AGSL,VS1,F,Excellent,62.2,,6.65x6.67x4.14,Excellent,Canada,Emerald,Excellent,55.0,3,,11719.45,11719.45,0.0
10231,1.11,AGSL,SI1,H,Excellent,60.3,,6.71x6.74x4.05,Excellent,Russia,Round,Excellent,58.0,2,,7550.75,7550.75,0.0
10232,1.11,AGSL,SI2,J,Excellent,61.7,,6.64x6.67x4.11,Excellent,Australia,Round,Excellent,58.0,2,,5543.241666666668,5543.241666666668,0.0
10233,1.11,AGSL,SI2,D,Excellent,,,6.61x6.62x4.13,Excellent,Russia,Round,Excellent,58.0,2,,7981.025,7981.025,0.0
10234,1.6,GemEx,VVS2,H,Excellent,62.4,,7.43x7.48x4.65,Excellent,Russia,Round,Excellent,57.0,4,,16862.925,16862.925,0.0
10235,1.6,,VS2,H,Excellent,62.1,,7.44x7.51x4.64,Excellent,Russia,Princess,Excellent,59.0,2,,15886.975,15886.975,0.0
10236,1.53,AGSL,VS2,L,Very good,,,7.62x7.63x4.48,Very good,Zimbabwe,Round,Very good,55.0,2,,7019.9875,0.0,0.0
10237,1.53,AGSL,SI1,F,Excellent,61.6,,7.4x7.43x4.57,Excellent,Botswana,Round,Excellent,,4,,18075.42,18075.42,0.0
10238,1.05,AGSL,VS1,L,Very good,60.5,,6.58x6.64x4,Good,Russia,Round,Very good,,2,,4556.19,4556.19,0.0
10239,1.05,GemEx,I1,K,Excellent,,,6.51x6.53x4,Very good,Botswana,Round,Excellent,57.0,2,,5613.75,5613.75,0.0
10240,1.03,AGSL,SI2,D,Excellent,62.6,False,6.46x6.49x4.05,Excellent,DR Congo,Princess,Excellent,55.0,2,,8113.39,0.0,0.0
10241,1.03,AGSL,VS2,D,Excellent,,,6.51x6.53x4.01,Excellent,Australia,Round,Excellent,,2,,12402.613571428572,12402.613571428572,0.0
10242,1.03,AGSL,SI2,E,Excellent,62.4,,6.43x6.48x4.03,Excellent,Botswana,Round,Excellent,57.0,4,,5921.3825,5921.3825,0.0
10243,0.7,AGSL,VS1,G,Excellent,62.3,,5.66x5.72x3.55,Excellent,Russia,Oval ,Excellent,55.0,2,,3313.0,3313.0,0.0
10244,0.7,AGSL,VS2,D,Excellent,60.6,,5.76x5.78x3.5,Excellent,Botswana,Round,Very good,,3,,4049.2125,4049.2125,0.0
10245,0.7,AGSL,SI1,D,Excellent,,,5.67x5.74x3.53,Excellent,Australia,Round,Very good,56.0,1,,3196.7166666666667,3196.7166666666667,0.0
10246,0.7,AGSL,I1,E,Excellent,62.2,,5.67x5.71x3.54,Excellent,Russia,Round,Excellent,,1,,2006.9,2006.9,0.0
10247,0.7,AGSL,SI1,G,Excellent,62.3,False,5.65x5.69x3.54,Excellent,Angola,Round,Excellent,56.0,1,,3092.55,0.0,0.0
10248,1.3,AGSL,VS2,H,Excellent,61.5,,6.99x7.01x4.3,Excellent,Russia,Round,Excellent,,2,,11532.011666666667,11532.011666666667,0.0
10249,3.47,AGSL,SI2,H,Excellent,62.5,,9.62x9.65x6.03,Excellent,Canada,Round,Excellent,,2,,53846.85,0.0,0.0
10250,1.3,AGSL,SI1,J,Excellent,62.1,,6.99x7.01x4.35,Excellent,DR Congo,Emerald,Excellent,55.0,3,,6897.72163961039,0.0,0.0
10251,1.3,AGSL,SI2,G,Excellent,62.5,,6.95x7x4.36,Excellent,Russia,Round,Excellent,55.0,4,,10042.555,10042.555,0.0
10252,3.47,AGSL,VS2,J,Excellent,,,9.64x9.69x6.01,Excellent,Russia,Marquise,Excellent,57.0,2,,54400.55,0.0,0.0
10253,1.3,AGSL,VS1,E,Excellent,62.1,,6.96x7x4.33,Excellent,Russia,Round,Excellent,56.0,3,,17856.3,17856.3,0.0
10254,1.28,AGSL,SI2,H,Excellent,,,6.94x6.96x4.3,Excellent,Botswana,Asscher,Excellent,57.0,4,,9056.032777777778,9056.032777777778,0.0
10255,1.28,AGSL,SI2,K,Excellent,62.4,,6.91x6.93x4.32,Excellent,Australia,Round,Excellent,,3,,5575.325,5575.325,0.0
10256,1.08,,SI1,I,Excellent,62.1,,6.55x6.57x4.08,Excellent,Australia,Oval ,Excellent,56.0,2,,6613.1,6613.1,0.0
10257,1.08,,SI2,H,Excellent,,,6.58x6.61x4.07,Excellent,DR Congo,Round,Excellent,57.0,2,,6536.556666666666,0.0,0.0
10258,1.28,AGSL,SI2,E,Excellent,61.0,,6.96x7.01x4.26,Excellent,Australia,Radiant,Excellent,60.0,3,,11068.01,11068.01,0.0
10259,1.25,AGSL,VVS2,H,Excellent,62.6,,6.87x6.89x4.32,Excellent,Russia,Marquise,Excellent,54.0,2,,11084.39,11084.39,0.0
10260,1.25,AGSL,IF,I,Excellent,62.6,,6.85x6.92x4.31,Excellent,DR Congo,Round,Excellent,56.0,3,,12507.033333333333,0.0,0.0
10261,1.25,AGSL,SI1,I,Excellent,,,6.86x6.9x4.31,Excellent,Australia,Oval,Excellent,,2,,8838.26,8838.26,0.0
10262,1.25,AGSL,I3,H, ,,,6.79x6.87x4.29,Very good,Botswana,Round,Good,57.0,2,,9129.2,9129.2,0.0
10263,1.25,AGSL,VS1,I,Excellent,,,6.82x6.88x4.33,Excellent,Other/Unknown,Round,Excellent,,3,,9323.979166666668,9323.979166666668,0.0
10264,1.08,AGSL,SI2,I,Excellent,61.7,,6.58x6.6x4.06,Excellent,Canada,Radiant,Excellent,59.0,4,,5408.138333333333,5408.138333333333,0.0
10265,1.1,AGSL,SI2,L,Excellent,62.0,,6.63x6.66x4.12,Excellent,Canada,Round,Excellent,57.0,1,,4291.483333333334,4291.483333333334,0.0
10266,1.1,AGSL,SI2,E,Excellent,61.7,,6.63x6.65x4.1,Excellent,Russia,Round,Excellent,,2,,8907.845,8907.845,0.0
10267,0.5,AGSL,I1,F,Excellent,61.5,,5.11x5.15x3.15,Excellent,South Africa,Pear,Excellent,57.0,1,,1060.1642857142856,1060.1642857142856,0.0
10268,2.51,GemEx,SI2,D,Excellent,62.4,,8.69x8.72x5.43,Excellent,Russia,Round,Excellent,54.0,2,,53818.1,0.0,0.0
10269,2.51,AGSL,VS1,J,Excellent,62.4,,8.63x8.69x5.4,Excellent,Angola,Round,Excellent,,2,,28079.25,0.0,0.0
10270,2.51,AGSL,VS1,D,Excellent,62.8,,8.6x8.67x5.42,Excellent,Russia,Round,Excellent,57.0,2,,81520.53333333333,0.0,0.0
10271,0.5,AGSL,I1,I,Excellent,60.9,,5.12x5.14x3.12,Excellent,Botswana,Asscher,Excellent,59.0,1,,1032.1,1032.1,0.0
10272,1.09,AGSL,SI2,F,Excellent,62.5,,6.54x6.56x4.09,Excellent,Other/Unknown,Round,Excellent,56.0,2,,7537.363095238095,7537.363095238095,0.0
10273,1.09,AGSL,SI2,K,Excellent,62.6,,6.54x6.58x4.11,Excellent,DR Congo,Round,Excellent,,1,,4958.828333333333,0.0,0.0
10274,1.09,GemEx,I1,G,Very good,63.1,,6.53x6.57x4.13,Excellent,Botswana,Round,Good,,2,,6500.733333333333,6500.733333333333,0.0
10275,1.12,AGSL,SI2,G,Excellent,62.7,,6.6x6.65x4.15,Excellent,Botswana,Round,Excellent,,2,,6774.75,6774.75,0.0
10276,1.12,AGSL,SI2,H,Excellent,62.0,,6.62x6.66x4.12,Excellent,Russia,Pear,Excellent,57.0,2,,6756.914523809522,6756.914523809522,0.0
10277,1.12,AGSL,SI2,E,Excellent,,,6.71x6.73x4.08,Excellent,Botswana,Oval,Excellent,59.0,2,,9956.0125,9956.0125,0.0
10278,2.5,AGSL,VS2,F,Excellent,,,8.66x8.7x5.37,Excellent,Russia,Pear,Excellent,55.0,2,,44671.66666666667,0.0,0.0
10279,1.12,AGSL,VS1,H,Excellent,60.0,,6.73x6.78x4.05,Excellent,Botswana,Princess,Excellent,60.0,2,,8509.5,8509.5,0.0
10280,1.09,AGSL,SI2,G,Excellent,62.2,,6.56x6.59x4.09,Excellent,Botswana,Round,Excellent,,4,,7125.2,7125.2,0.0
10281,2.5,GemEx,VS1,H,Excellent,62.5,,8.63x8.67x5.4,Excellent,Canada,Princess,Excellent,56.0,2,,40749.2,40749.2,0.0
10282,0.62,AGSL,VS2,H,Very good,63.6,,5.32x5.37x3.4,Very good,Russia,Pear,Very good,,1,,2381.133333333333,2381.133333333333,0.0
10283,3.01,,SI1,G,Excellent,62.1,,9.19x9.21x5.72,Excellent,Australia,Round,Excellent,60.0,2,,52818.7,0.0,0.0
10284,3.05,AGSL,SI1,E,Excellent,,,9.28x9.36x5.78,Excellent,Zimbabwe,Round,Excellent,,2,,74857.45,0.0,0.0
10285,3.05,AGSL,SI1,E,Excellent,60.0,False,9.39x9.41x5.64,Excellent,Other/Unknown,Emerald,Excellent,59.0,2,,73548.05,0.0,0.0
10286,1.13,GemEx,I1,G,Excellent,,,6.79x6.83x4.07,Excellent,Russia,Emerald,Very good,57.0,2,,6707.5,6707.5,0.0
10287,1.13,AGSL,VS2,D,Excellent,59.8,,6.81x6.84x4.09,Excellent,Zimbabwe,Emerald,Excellent,59.0,2,,14548.95,0.0,0.0
10288,1.73,,VVS2,I,Excellent,62.5,,7.67x7.72x4.81,Excellent,Australia,Round,Excellent,54.0,2,,18375.65,18375.65,0.0
10289,1.73,AGSL,SI1,H,Excellent,61.8,,7.7x7.72x4.76,Excellent,Botswana,Pear,Excellent,56.0,2,,17456.683333333334,17456.683333333334,0.0
10290,1.73,,VS1,F,Excellent,62.3,,7.63x7.69x4.77,Excellent,DR Congo,Radiant,Excellent,57.0,2,,27111.4,0.0,0.0
10291,1.73,AGSL,VS2,G,Excellent,62.2,True,7.67x7.71x4.78,Excellent,DR Congo,Round,Excellent,58.0,4,,22660.937499999996,0.0,0.0
10292,1.76,AGSL,SI2,F,Excellent,,,7.68x7.71x4.78,Excellent,Australia,Emerald,Excellent,,2,,20929.191666666666,20929.191666666666,0.0
10293,1.73,AGSL,VS2,H,Excellent,60.4,,7.75x7.78x4.69,Excellent,Russia,Round,Excellent,,3,,20095.75,20095.75,0.0
10294,0.6,AGSL,VS2,F,Very good,62.4,,5.38x5.4x3.36,Very good,Russia,ROUND,Good,56.0,1,,2454.500476190476,2454.500476190476,0.0
10295,0.6,AGSL,VS1,I,Excellent,62.8,,5.36x5.4x3.38,Excellent,Angola,Round,Excellent,56.0,1,,2074.929166666667,0.0,0.0
10296,0.6,AGSL,SI1,K,Excellent,61.2,False,5.44x5.46x3.33,Excellent,Russia,Round,Excellent,,1,,1381.225,1381.225,0.0
10297,0.6,AGSL,VS1,H,Excellent,,,5.38x5.42x3.35,Excellent,South Africa,Round,Excellent,,2,,2232.333333333333,2232.333333333333,0.0
10298,0.62,AGSL,SI1,E,Excellent,61.4,False,5.48x5.52x3.38,Excellent,DR Congo,Round,Very good,57.0,1,,2408.6083333333336,0.0,0.0
10299,0.62,AGSL,VS1,L,Very good,60.2,,5.46x5.63x3.34,Good,Botswana,Cushion,Good,,1,,2266.858333333333,2266.858333333333,0.0
10300,0.62,GemEx,VS2,F,Excellent,60.7,,5.49x5.51x3.34,Very good,Russia,Round,Excellent,59.0,1,,2586.35,2586.35,0.0
10301,3.03,,IF,H,Excellent,,,9.2x9.31x5.77,Excellent,Canada,Round,Excellent,,2,,110169.075,0.0,0.0
10302,2.03,AGSL,I1,E,Very good,61.5,,8.16x8.21x5.04,Excellent,Angola,Round,Very good,57.0,2,,23168.075,0.0,0.0
10303,2.03,AGSL,VS1,E,Excellent,61.1,,8.15x8.21x5,Excellent,Canada,Round,Excellent,,2,,39948.3,39948.3,0.0
10304,0.6,AGSL,SI2,D,Very good,61.9,False,5.37x5.34x3.32,Excellent,Botswana,Emerald,Excellent,58.0,1,,1960.875,1960.875,0.0
10305,0.6,AGSL,SI2,E,Excellent,,,5.42x5.4x3.36,Excellent,Canada,Round,Excellent,58.0,1,,1869.3425,1869.3425,0.0
10306,0.6,AGSL,SI2,F,Very good,62.6,,5.39x5.34x3.36,Excellent,Russia,Round,Excellent,58.0,1,,1743.0,1743.0,0.0
10307,1.7,AGSL,VS1,I,Excellent,62.6,,7.61x7.65x4.77,Excellent,Canada,Round,Excellent,56.0,2,,17154.116666666665,17154.116666666665,0.0
10308,1.7,AGSL,VS2,D,Excellent,61.7,,7.62x7.67x4.72,Excellent,Russia,Round,Excellent,57.0,2,,28148.33357142857,28148.33357142857,0.0
10309,2.5,AGSL,SI1,I,Excellent,62.0,,8.66x8.73x5.39,Excellent,Russia,Round,Excellent,59.0,4,,29425.005,29425.005,0.0
10310,1.71,AGSL,VS2,H,Excellent,62.6,,7.59x7.61x4.76,Excellent,Russia,Radiant,Very good,,4,,19426.575,19426.575,0.0
10311,2.02,AGSL,SI2,H,Very good,61.7,,8.01x8.04x4.96,Excellent,Russia,Round,Very good,57.0,2,,25211.13833333334,25211.13833333334,0.0
10312,2.02,AGSL,SI2,J,Excellent,62.2,,8.07x8.09x5.03,Excellent,Angola,Round,Excellent,57.0,2,,16036.25,0.0,0.0
10313,1.26,AGSL,SI1,F,Excellent,61.8,,6.93x6.96x4.29,Excellent,Russia,Marquise,Excellent,58.0,2,,12422.9725,12422.9725,0.0
10314,0.7,AGSL,SI1,D,Very good,63.8,,5.56x5.6x3.56,Very good,Russia,Emerald,Very good,58.0,1,,3353.263333333334,3353.263333333334,0.0
10315,1.56,GemEx,VS1,I,Excellent,62.1,,7.41x7.46x4.62,Excellent,DR Congo,Oval ,Excellent,56.0,4,,14863.6775,0.0,0.0
10316,1.56,AGSL,SI2,E,Excellent,62.3,,7.37x7.69x4.6,Excellent,Russia,Marquise,Excellent,57.0,4,,13040.8,13040.8,0.0
10317,1.54,AGSL,SI1,G,Excellent,61.2,,7.43x7.49x4.57,Excellent,DR Congo,Round,Excellent,56.0,2,,14799.183333333334,0.0,0.0
10318,1.54,AGSL,SI1,H,Excellent,62.5,,7.35x7.38x4.6,Excellent,Canada,Oval,Excellent,57.0,3,,15643.025,15643.025,0.0
10319,1.3,AGSL,VS1,J,Excellent,59.9,,7.09x7.1x4.25,Excellent,Russia,Princess,Excellent,,3,,7989.098385642136,7989.098385642136,0.0
10320,3.5,AGSL,VVS2,I,Very good,63.3,,9.59x9.65x6.09,Excellent,Russia,Round,Very good,58.0,2,,79395.7,0.0,0.0
10321,0.7,AGSL,SI1,D,Very good,62.6,,5.63x5.58x3.51,Excellent,Angola,Marquise,Excellent,57.0,1,,3416.824166666667,0.0,0.0
10322,1.58,AGSL,SI2,I,Excellent,60.7,,7.5x7.53x4.56,Excellent,DR Congo,Emerald,Excellent,58.0,2,,14183.65,0.0,0.0
10323,0.76,,SI1,D,Excellent,62.2,,5.81x5.83x3.62,Excellent,Canada,Radiant,Excellent,59.0,1,,4507.423333333334,4507.423333333334,0.0
10324,2.02,AGSL,VS1,I,Excellent,61.6,False,8.17x8.1x5.01,Excellent,Russia,Round,Excellent,58.0,2,,23142.699166666665,23142.699166666665,0.0
10325,1.0,AGSL,VS1,F,Very good,64.2,False,6.33x6.26x4.04,Excellent,Russia,Princess,Very good,57.0,2,,9004.676071428572,9004.676071428572,0.0
10326,1.21,AGSL,SI2,J,Excellent,62.4,,6.82x6.81x4.25,Excellent,DR Congo,Marquise,Excellent,57.0,1,,6002.85,0.0,0.0
10327,1.21,AGSL,VS2,G,Excellent,61.5,,6.87x6.82x4.21,Excellent,Other/Unknown,Round,Excellent,59.0,2,,13041.393333333333,13041.393333333333,0.0
10328,1.0,AGSL,VS1,E,Excellent,59.0,,6.54x6.5x3.84,Excellent,Russia,Round,Very good,61.0,2,,9741.716136363637,9741.716136363637,0.0
10329,1.0,AGSL,SI2,J,Very good,60.4,False,6.46x6.39x3.89,Excellent,Botswana,Round,Very good,61.0,3,,5342.400357142857,5342.400357142857,0.0
10330,1.0,AGSL,SI2,G,Good,,,6.55x6.58x3.77,Excellent,Russia,Princess,Very good,,1,,5804.378403679653,5804.378403679653,0.0
10331,1.5,AGSL,SI1,H,Excellent,62.7,,7.34x7.29x4.58,Excellent,Australia,Round,Excellent,57.0,2,,13439.77416666667,13439.77416666667,0.0
10332,1.51,AGSL,VS2,G,Excellent,62.3,,7.33x7.3x4.56,Excellent,Australia,Radiant,Excellent,56.0,4,,23135.037142857145,23135.037142857145,0.0
10333,1.72,AGSL,SI2,J,Excellent,61.1,,7.67x7.7x4.7,Excellent,Australia,Round,Excellent,61.0,3,,12747.0,12747.0,0.0
10334,1.35,AGSL,VS1,J,Excellent,62.4,,7.07x7.02x4.4,Excellent,Angola,Round,Excellent,58.0,2,,8491.713333333333,0.0,0.0
10335,0.55,AGSL,VS2,I,Excellent,,,5.23x5.26x3.25,Very good,Russia,Round,Excellent,59.0,1,,1644.4783333333332,1644.4783333333332,0.0
10336,4.02,,VS1,H,Excellent,60.3,,10.3x10.33x6.22,Excellent,South Africa,Round,Excellent,57.0,2,,109997.4,0.0,0.0
10337,1.31,,VS1,I,Excellent,62.2,,7x7.03x4.36,Excellent,Russia,Round,Excellent,56.0,4,,11460.95,11460.95,0.0
10338,1.31,AGSL,SI1,J,Excellent,62.4,,6.97x7.01x4.36,Excellent,Botswana,Round,Excellent,56.0,2,,7581.991904761904,7581.991904761904,0.0
10339,1.31,AGSL,VS1,I,Excellent,60.3,False,7.1x7.11x4.29,Excellent,Russia,Round,Excellent,57.0,4,,11460.95,11460.95,0.0
10340,1.05,GemEx,VVS2,K,Excellent,61.5,,6.55x6.53x4.03,Excellent,Russia,Princess,Excellent,,1,,6318.55,6318.55,0.0
10341,0.8,AGSL,SI2,F,Excellent,62.0,,5.93x5.97x3.69,Excellent,Russia,Oval,Excellent,56.0,1,,4069.536666666667,4069.536666666667,0.0
10342,0.73,AGSL,VS2,G,Excellent,61.9,,5.76x5.78x3.57,Excellent,Australia,Round,Excellent,,1,,3557.441666666667,3557.441666666667,0.0
10343,1.2,GemEx,SI1,J,Excellent,60.0,False,6.85x6.89x4.12,Excellent,Russia,Round,Excellent,61.0,3,,5963.067777777778,5963.067777777778,0.0
10344,1.2,AGSL,SI2,H,Excellent,,,6.82x6.84x4.18,Excellent,DR Congo,Round,Excellent,,2,,7527.7491666666665,0.0,0.0
10345,1.62,AGSL,VS2,J,Excellent,62.4,,7.45x7.5x4.67,Excellent,Russia,Round,Excellent,57.0,2,,10713.4,10713.4,0.0
10346,0.51,GemEx,VS1,E,Excellent,61.2,,5.14x5.16x3.15,Excellent,Botswana,Uncut,Excellent,,1,,2226.7425,2226.7425,0.0
10347,0.41,AGSL,VVS1,F,Very good,61.2,,4.79x4.82x2.94,Excellent,Russia,Round,Very good,,1,,1047.0916666666665,1047.0916666666665,0.0
10348,0.72,GemEx,SI1,D,Excellent,61.2,,5.77x5.79x3.54,Excellent,Russia,Emerald,Very good,57.0,2,,3958.451666666667,3958.451666666667,0.0
10349,1.02,AGSL,VS2,H,Excellent,59.8,,6.56x6.53x3.92,Excellent,Botswana,Radiant,Very good,,2,,8164.975,8164.975,0.0
10350,0.71,AGSL,SI2,G,Excellent,62.3,,5.75x5.79x3.59,Excellent,Russia,Emerald,Excellent,54.0,1,,2495.7803571428567,2495.7803571428567,0.0
10351,0.51,AGSL,VS2,D,Excellent,,True,5.14x5.16x3.22,Excellent,DR Congo,Round,Excellent,,1,,2323.2566666666667,0.0,0.0
10352,1.37,AGSL,SI2,G,Very good,59.0,,7.22x7.25x4.27,Excellent,Other/Unknown,Round,Very good,62.0,2,,9796.15,9796.15,0.0
10353,2.08,AGSL,SI2,I,Excellent,62.6,True,8.16x8.11x5.1,Excellent,Angola,Round,Excellent,57.0,2,,20555.95,0.0,0.0
10354,10.04,AGSL,SI2,K,Excellent,,,13.72x13.83x8.58,Excellent,Angola,Radiant,Very good,58.0,2,,225565.75,0.0,0.0
10355,1.02,AGSL,VS2,D,Excellent,,,6.44x6.47x4.01,Excellent,Botswana,Round,Excellent,57.0,2,,11314.6175,11314.6175,0.0
10356,1.36,GemEx,VS1,H,Excellent,,False,7.08x7.11x4.44,Excellent,Canada,Round,Excellent,54.0,3,,13494.1,13494.1,0.0
10357,1.35,AGSL,SI2,J,Excellent,61.3,,7.13x7.16x4.38,Excellent,South Africa,Radiant,Excellent,,2,,7826.925,7826.925,0.0
10358,6.05,AGSL,VS1,J,Very good,62.7,,11.52x11.63x7.25,Excellent,Angola,Round,Very good,58.0,2,,216103.45,0.0,0.0
10359,1.34,AGSL,SI1,G,Excellent,,,7.04x7.07x4.4,Excellent,South Africa,Round,Excellent,,3,,11704.6,11704.6,0.0
10360,1.34,AGSL,VS2,H,Excellent,62.6,,7x7.05x4.4,Excellent,Other/Unknown,Uncut,Excellent,56.0,3,,13889.81,13889.81,0.0
10361,3.89,AGSL,SI2,J,Very good,63.0,,9.88x9.95x6.25,Very good,Russia,Oval,Very good,58.0,2,,49960.95,0.0,0.0
10362,2.06,GemEx,SI2,H,Excellent,62.6,,8.11x8.16x5.09,Excellent,Russia,Round,Excellent,,2,,19947.95333333333,19947.95333333333,0.0
10363,2.06,AGSL,SI2,E,Excellent,,,8.15x8.17x5.02,Excellent,Russia,Princess,Excellent,58.0,2,,29137.519047619047,29137.519047619047,0.0
